Date,-TBond Futures-Volume,-TBond Futures-Previous Day Open Interest,-TBond Futures-Open
1986-07-02,152336.0,159536.0,98.75
1986-07-03,137389.0,160149.0,99.25
1986-07-07,97090.0,159783.0,100.531
1986-07-08,145134.0,157471.0,99.625
1986-07-09,207437.0,160345.0,98.625
1986-07-10,219203.0,160274.0,100.125
1986-07-11,218331.0,164959.0,99.1562
1986-07-14,210202.0,166538.0,99.5
1986-07-15,188744.0,167930.0,100.5
1986-07-16,222173.0,166008.0,100.562
1986-07-17,245756.0,157373.0,100.156
1986-07-18,233284.0,155290.0,99.4688
1986-07-21,140439.0,155263.0,100.094
1986-07-22,89532.0,162986.0,99.1562
1986-07-23,190011.0,168481.0,97.6875
1986-07-24,190321.0,170281.0,97.625
1986-07-25,189408.0,169270.0,97.3125
1986-07-28,106838.0,168953.0,96.3125
1986-07-29,176768.0,168227.0,95.3438
1986-07-30,243887.0,168759.0,96.25
1986-07-31,182727.0,164924.0,97.3125
1986-08-01,188648.0,170540.0,97.8438
1986-08-04,171522.0,163784.0,96.875
1986-08-05,138302.0,172881.0,96.4062
1986-08-06,199454.0,176261.0,96.4062
1986-08-07,197087.0,173570.0,95.5938
1986-08-08,246151.0,159033.0,97.125
1986-08-11,230165.0,154007.0,99.2812
1986-08-12,185110.0,146767.0,100.281
1986-08-13,169963.0,151273.0,99.7188
1986-08-14,213689.0,145987.0,100.594
1986-08-15,211474.0,140537.0,101.031
1986-08-18,119685.0,140502.0,100.5
1986-08-19,124747.0,141400.0,101.781
1986-08-20,212051.0,140720.0,102.406
1986-08-21,230431.0,131547.0,101.938
1986-08-22,204806.0,123211.0,100.625
1986-08-25,185673.0,124468.0,100.688
1986-08-26,101579.0,118349.0,101.562
1986-08-27,168359.0,92359.0,101.594
1986-08-28,186413.0,72499.0,101.156
1986-08-29,205685.0,60366.0,102.5
1986-09-02,125247.0,53456.0,101.875
1986-09-03,33339.0,43047.0,99.4688
1986-09-04,34218.0,34228.0,99.2188
1986-09-05,22380.0,28322.0,98.0938
1986-09-08,17887.0,25299.0,96.5
1986-09-09,7798.0,22079.0,97.5312
1986-09-10,7126.0,20473.0,97.7188
1986-09-11,6746.0,20247.0,96.8438
1986-09-12,36391.0,15953.0,96.75
1986-09-15,12976.0,14720.0,95.625
1986-09-16,4602.0,10255.0,95.1562
1986-09-17,9359.0,9126.0,95.875
1986-09-18,3468.0,6646.0,96.8125
1986-09-19,6145.0,4653.0,94.4062
1986-09-22,9655.0,178395.0,92.9375
1986-09-23,171166.0,174842.0,94.3438
1986-09-24,214905.0,177259.0,93.875
1986-09-25,243458.0,175481.0,95.875
1986-09-26,255119.0,171430.0,94.4688
1986-09-29,170050.0,177827.0,94.0938
1986-09-30,205654.0,168934.0,95.1875
1986-10-01,220870.0,168798.0,96.8125
1986-10-02,241724.0,167081.0,96.375
1986-10-03,128772.0,169239.0,97.375
1986-10-06,196808.0,167651.0,97.2812
1986-10-07,101260.0,174870.0,97.1875
1986-10-08,163245.0,172327.0,96.7188
1986-10-09,229805.0,170575.0,96.2188
1986-10-10,155798.0,170084.0,96.4688
1986-10-13,131945.0,169824.0,95.4688
1986-10-14,24139.0,179505.0,95.9375
1986-10-15,195093.0,183400.0,94.9062
1986-10-16,193624.0,184165.0,95.2812
1986-10-17,178286.0,185846.0,94.4688
1986-10-20,153391.0,186331.0,93.7812
1986-10-21,127143.0,182280.0,94.1562
1986-10-22,163029.0,182003.0,94.0625
1986-10-23,211784.0,181109.0,95.875
1986-10-24,191615.0,179683.0,95.9375
1986-10-27,79562.0,179187.0,95.6875
1986-10-28,137936.0,175953.0,96.75
1986-10-29,164107.0,180425.0,95.75
1986-10-30,213889.0,183889.0,98.3125
1986-10-31,255953.0,183326.0,98.1875
1986-11-03,129616.0,186178.0,98.2188
1986-11-04,165989.0,183438.0,98.1562
1986-11-05,162607.0,187112.0,98.6875
1986-11-06,172281.0,183404.0,98.3125
1986-11-07,226500.0,180538.0,96.3438
1986-11-10,202954.0,183532.0,95.75
1986-11-11,164694.0,178021.0,96.625
1986-11-12,21018.0,183997.0,96.5
1986-11-13,187885.0,179721.0,97.0938
1986-11-14,190793.0,180206.0,97.0938
1986-11-17,185850.0,179504.0,98.1562
1986-11-18,221278.0,169919.0,99.0
1986-11-19,222671.0,163485.0,99.0
1986-11-20,204958.0,151937.0,99.7188
1986-11-21,230843.0,146001.0,99.7188
1986-11-24,168716.0,138381.0,99.9375
1986-11-25,156892.0,125791.0,100.562
1986-11-26,229591.0,112654.0,99.3125
1986-11-28,144174.0,108479.0,99.5625
1986-12-01,38741.0,94416.0,99.125
1986-12-02,164927.0,72614.0,99.625
1986-12-03,53184.0,66651.0,101.375
1986-12-04,15876.0,57778.0,101.062
1986-12-05,22431.0,51163.0,101.406
1986-12-08,26298.0,44994.0,100.125
1986-12-09,23309.0,41336.0,100.625
1986-12-10,8381.0,37371.0,100.156
1986-12-11,8798.0,33522.0,100.688
1986-12-12,9728.0,31039.0,99.5
1986-12-15,8718.0,26153.0,99.25
1986-12-16,12535.0,22651.0,100.188
1986-12-17,5964.0,15434.0,100.312
1986-12-18,15195.0,11418.0,100.812
1986-12-19,8013.0,7128.0,100.344
1986-12-22,8337.0,185418.0,99.2812
1986-12-23,83820.0,181496.0,100.125
1986-12-24,75034.0,177047.0,100.312
1986-12-26,12214.0,176447.0,100.25
1986-12-29,6953.0,180235.0,99.9688
1986-12-30,97969.0,178230.0,98.75
1986-12-31,108593.0,177113.0,98.8438
1987-01-02,60128.0,179663.0,98.2812
1987-01-05,101209.0,184913.0,100.125
1987-01-06,167426.0,187234.0,100.562
1987-01-07,156624.0,195052.0,100.188
1987-01-08,192477.0,196945.0,101.469
1987-01-09,201202.0,198857.0,101.406
1987-01-12,249560.0,198107.0,101.312
1987-01-13,211770.0,199638.0,100.375
1987-01-14,207845.0,202255.0,100.156
1987-01-15,290260.0,202534.0,100.469
1987-01-16,196846.0,209075.0,100.594
1987-01-19,187917.0,207553.0,100.781
1987-01-20,75642.0,207325.0,101.438
1987-01-21,192561.0,204148.0,101.469
1987-01-22,169692.0,208852.0,101.375
1987-01-23,225304.0,212422.0,101.031
1987-01-26,258572.0,214435.0,100.281
1987-01-27,224219.0,217310.0,99.5938
1987-01-28,196250.0,215791.0,99.4688
1987-01-29,228928.0,217720.0,100.469
1987-01-30,134233.0,224271.0,100.594
1987-02-02,212527.0,230559.0,99.3125
1987-02-03,193324.0,227274.0,99.0938
1987-02-04,171046.0,230601.0,99.375
1987-02-05,156484.0,229110.0,99.6562
1987-02-06,255220.0,221782.0,100.688
1987-02-09,186274.0,226794.0,100.281
1987-02-10,237856.0,225296.0,99.375
1987-02-11,307943.0,221616.0,98.8438
1987-02-12,280595.0,221424.0,98.6562
1987-02-13,221258.0,211828.0,99.5312
1987-02-17,184918.0,200041.0,98.7812
1987-02-18,165685.0,195679.0,99.3438
1987-02-19,208246.0,194212.0,100.625
1987-02-20,252698.0,171404.0,100.188
1987-02-23,138873.0,166627.0,100.188
1987-02-24,173520.0,165163.0,100.844
1987-02-25,227697.0,147248.0,101.125
1987-02-26,192703.0,130078.0,101.062
1987-02-27,230384.0,123287.0,101.312
1987-03-02,180816.0,108873.0,101.812
1987-03-03,32159.0,89677.0,101.625
1987-03-04,37912.0,79103.0,101.25
1987-03-05,28967.0,67579.0,102.531
1987-03-06,28804.0,60048.0,101.781
1987-03-09,23865.0,54634.0,101.25
1987-03-10,19361.0,48580.0,101.375
1987-03-11,11370.0,43389.0,101.031
1987-03-12,14660.0,39279.0,101.312
1987-03-13,9077.0,33970.0,101.875
1987-03-16,10430.0,29829.0,101.656
1987-03-17,9940.0,23793.0,101.406
1987-03-18,12268.0,20817.0,102.25
1987-03-19,7803.0,18524.0,101.781
1987-03-20,7803.0,14759.0,102.062
1987-03-23,9352.0,190639.0,100.25
1987-03-24,122720.0,191580.0,100.062
1987-03-25,173442.0,192839.0,100.188
1987-03-26,122925.0,191674.0,100.406
1987-03-27,138554.0,197913.0,100.281
1987-03-30,225009.0,201367.0,98.5938
1987-03-31,311142.0,203097.0,98.125
1987-04-01,337942.0,202591.0,97.6562
1987-04-02,264955.0,206384.0,98.375
1987-04-03,308484.0,214688.0,97.5312
1987-04-06,325347.0,209654.0,98.3125
1987-04-07,186160.0,211050.0,97.8125
1987-04-08,251162.0,214552.0,97.875
1987-04-09,225353.0,223831.0,97.4062
1987-04-10,477961.0,233054.0,94.75
1987-04-13,334930.0,241208.0,95.0
1987-04-14,288103.0,243265.0,91.7812
1987-04-15,437712.0,248793.0,94.0625
1987-04-16,298222.0,233867.0,94.3125
1987-04-20,225936.0,239462.0,94.2812
1987-04-21,273330.0,255980.0,92.0625
1987-04-22,473821.0,253806.0,92.4375
1987-04-23,332016.0,258893.0,91.875
1987-04-24,384406.0,262014.0,90.4688
1987-04-27,365845.0,280677.0,88.8125
1987-04-28,381953.0,269055.0,91.4688
1987-04-29,403149.0,270658.0,92.8438
1987-04-30,310136.0,268110.0,91.9375
1987-05-01,392966.0,261508.0,93.2188
1987-05-04,281394.0,264406.0,91.6875
1987-05-05,233115.0,266427.0,90.5312
1987-05-06,285713.0,261203.0,91.6875
1987-05-07,285464.0,260833.0,90.7812
1987-05-08,353499.0,243392.0,91.75
1987-05-11,268053.0,230346.0,92.5312
1987-05-12,278685.0,224373.0,90.4062
1987-05-13,318629.0,221252.0,91.5625
1987-05-14,267781.0,218977.0,91.4062
1987-05-15,267073.0,215655.0,90.8125
1987-05-18,336944.0,212285.0,88.8125
1987-05-19,284225.0,203446.0,89.625
1987-05-20,322057.0,193539.0,87.7812
1987-05-21,362939.0,178903.0,87.9375
1987-05-22,246814.0,170780.0,88.0
1987-05-26,199525.0,161303.0,90.5625
1987-05-27,281748.0,147149.0,91.9062
1987-05-28,315927.0,100667.0,91.0312
1987-05-29,273070.0,92365.0,91.4688
1987-06-01,245542.0,75915.0,92.9375
1987-06-02,43149.0,57459.0,91.8438
1987-06-03,51808.0,49008.0,89.3125
1987-06-04,19323.0,45308.0,90.6562
1987-06-05,11658.0,41472.0,90.7188
1987-06-08,9681.0,38625.0,91.0
1987-06-09,6791.0,36184.0,91.4375
1987-06-10,7500.0,32243.0,91.125
1987-06-11,7235.0,30461.0,91.4375
1987-06-12,5165.0,26671.0,91.6875
1987-06-15,9534.0,23916.0,93.6875
1987-06-16,7485.0,21925.0,93.8438
1987-06-17,5076.0,19115.0,93.7812
1987-06-18,6091.0,17040.0,94.2188
1987-06-19,11733.0,9663.0,93.5
1987-06-22,10367.0,205999.0,93.0938
1987-06-23,210503.0,213422.0,93.1562
1987-06-24,273329.0,211477.0,92.8125
1987-06-25,188896.0,206485.0,92.2188
1987-06-26,148592.0,215731.0,92.3125
1987-06-29,205887.0,215442.0,91.0312
1987-06-30,148236.0,217319.0,92.0
1987-07-01,257064.0,217434.0,91.5312
1987-07-02,165595.0,221401.0,91.6875
1987-07-06,132964.0,217066.0,92.9062
1987-07-07,163348.0,213893.0,92.5625
1987-07-08,187098.0,218479.0,92.9062
1987-07-09,255323.0,220339.0,92.2188
1987-07-10,178424.0,218950.0,91.4375
1987-07-13,183568.0,225590.0,91.9688
1987-07-14,165560.0,224680.0,91.5938
1987-07-15,260600.0,227428.0,92.4062
1987-07-16,285141.0,222281.0,91.4688
1987-07-17,205694.0,218333.0,91.6875
1987-07-20,174855.0,221022.0,91.5625
1987-07-21,145123.0,232033.0,91.5938
1987-07-22,271786.0,237758.0,90.5625
1987-07-23,284307.0,230566.0,90.125
1987-07-24,265379.0,238012.0,90.1875
1987-07-27,183257.0,232047.0,89.5625
1987-07-28,176493.0,234297.0,89.8125
1987-07-29,276745.0,232257.0,89.5
1987-07-30,191107.0,230422.0,90.125
1987-07-31,261577.0,227950.0,90.0625
1987-08-03,158482.0,227062.0,88.5938
1987-08-04,204717.0,229044.0,88.2188
1987-08-05,310125.0,224251.0,88.125
1987-08-06,273932.0,223897.0,89.1875
1987-08-07,217851.0,229389.0,89.0938
1987-08-10,252522.0,225321.0,89.0312
1987-08-11,195905.0,224009.0,89.2812
1987-08-12,212754.0,218672.0,89.2812
1987-08-13,169236.0,219839.0,89.4375
1987-08-14,304181.0,206973.0,90.7812
1987-08-17,389592.0,202038.0,90.9375
1987-08-18,239412.0,205197.0,90.875
1987-08-19,423676.0,204405.0,89.25
1987-08-20,253698.0,198062.0,88.8438
1987-08-21,256730.0,195336.0,89.5938
1987-08-24,213070.0,189286.0,89.125
1987-08-25,190688.0,188296.0,89.25
1987-08-26,235769.0,170387.0,89.6875
1987-08-27,203795.0,148385.0,89.2188
1987-08-28,364239.0,125405.0,87.9375
1987-08-31,338716.0,103747.0,87.4375
1987-09-01,55843.0,85209.0,87.5312
1987-09-02,30998.0,63810.0,86.5625
1987-09-03,44065.0,53409.0,85.1562
1987-09-04,23389.0,50054.0,85.0312
1987-09-08,8396.0,43543.0,84.7812
1987-09-09,17151.0,38332.0,83.4062
1987-09-10,8895.0,36122.0,83.5
1987-09-11,7679.0,33659.0,83.75
1987-09-14,7713.0,28654.0,84.2812
1987-09-15,9367.0,23444.0,84.375
1987-09-16,8451.0,19670.0,83.2188
1987-09-17,8808.0,14646.0,82.875
1987-09-18,9131.0,12236.0,83.7188
1987-09-21,6426.0,7752.0,84.2188
1987-09-22,8821.0,282727.0,82.5
1987-09-23,406689.0,285075.0,83.7188
1987-09-24,368175.0,281917.0,83.375
1987-09-25,183369.0,283208.0,82.2188
1987-09-28,212619.0,286796.0,82.9375
1987-09-29,239973.0,288429.0,82.4688
1987-09-30,365556.0,298961.0,81.3438
1987-10-01,322593.0,298540.0,81.875
1987-10-02,256093.0,308309.0,81.8438
1987-10-05,365275.0,304664.0,82.5
1987-10-06,265224.0,301233.0,81.6562
1987-10-07,235822.0,304194.0,81.75
1987-10-08,358689.0,299350.0,81.5
1987-10-09,429681.0,298990.0,80.8125
1987-10-12,298984.0,301539.0,80.25
1987-10-13,79350.0,297332.0,79.875
1987-10-14,268951.0,324397.0,80.5
1987-10-15,499217.0,339726.0,78.5625
1987-10-16,609926.0,332363.0,78.0312
1987-10-19,355397.0,349121.0,77.75
1987-10-20,465606.0,339332.0,80.0
1987-10-21,28669.0,317140.0,83.625
1987-10-22,294403.0,295088.0,83.375
1987-10-23,348546.0,298750.0,86.7812
1987-10-26,306058.0,294719.0,86.5
1987-10-27,252223.0,287602.0,88.5
1987-10-28,274998.0,280793.0,87.125
1987-10-29,325979.0,281471.0,86.0938
1987-10-30,219770.0,277826.0,87.5
1987-11-02,213370.0,272277.0,87.2188
1987-11-03,222727.0,270941.0,87.125
1987-11-04,353923.0,264850.0,88.0625
1987-11-05,331732.0,271914.0,88.9688
1987-11-06,386457.0,258227.0,89.9062
1987-11-09,290380.0,252859.0,89.3125
1987-11-10,173451.0,252258.0,89.5
1987-11-11,280764.0,247176.0,89.1875
1987-11-12,42502.0,245828.0,88.9688
1987-11-13,232841.0,241824.0,89.1562
1987-11-16,187857.0,243471.0,88.6562
1987-11-17,166497.0,242175.0,89.1875
1987-11-18,209504.0,240878.0,88.75
1987-11-19,128176.0,241979.0,88.7812
1987-11-20,130771.0,224619.0,89.0312
1987-11-23,207034.0,211764.0,89.6562
1987-11-24,123415.0,197350.0,89.4375
1987-11-25,246226.0,178427.0,88.5
1987-11-27,233780.0,166184.0,87.4062
1987-11-30,98285.0,142364.0,86.8438
1987-12-01,310943.0,114816.0,87.4062
1987-12-02,48832.0,93276.0,87.4375
1987-12-03,39768.0,85117.0,87.5625
1987-12-04,28300.0,73532.0,88.2812
1987-12-07,33143.0,65244.0,87.625
1987-12-08,26021.0,60653.0,86.7812
1987-12-09,20933.0,56586.0,86.5938
1987-12-10,15304.0,53856.0,86.9688
1987-12-11,18449.0,48803.0,85.125
1987-12-14,15627.0,46516.0,84.625
1987-12-15,9976.0,35982.0,85.3438
1987-12-16,12710.0,32920.0,87.0
1987-12-17,9618.0,28333.0,87.7188
1987-12-18,9611.0,26466.0,87.2812
1987-12-21,4335.0,21541.0,89.4062
1987-12-22,11637.0,230882.0,87.8438
1987-12-23,104401.0,236352.0,87.5625
1987-12-24,148409.0,235393.0,88.8438
1987-12-28,43877.0,234779.0,88.5625
1987-12-29,85148.0,228239.0,87.9062
1987-12-30,102043.0,227734.0,88.5312
1987-12-31,88058.0,224073.0,88.875
1988-01-04,60782.0,235084.0,87.625
1988-01-05,239909.0,242509.0,88.4375
1988-01-06,304244.0,246041.0,89.125
1988-01-07,261106.0,248504.0,87.8438
1988-01-08,304961.0,254853.0,88.375
1988-01-11,316447.0,257274.0,87.5
1988-01-12,271509.0,259126.0,87.1562
1988-01-13,254581.0,247559.0,87.0
1988-01-14,275445.0,245610.0,87.8125
1988-01-15,171895.0,246353.0,87.9062
1988-01-18,343715.0,247296.0,90.4062
1988-01-19,58565.0,251443.0,90.125
1988-01-20,236928.0,246606.0,90.125
1988-01-21,293698.0,250462.0,90.4375
1988-01-22,389080.0,251639.0,91.125
1988-01-25,217207.0,253904.0,91.5625
1988-01-26,230089.0,255842.0,91.875
1988-01-27,202905.0,257417.0,91.1562
1988-01-28,313745.0,250118.0,92.75
1988-01-29,276907.0,248984.0,93.25
1988-02-01,216951.0,254473.0,93.9688
1988-02-02,236644.0,252729.0,93.7812
1988-02-03,360985.0,262976.0,94.875
1988-02-04,353788.0,258653.0,94.0
1988-02-05,315509.0,260710.0,93.7188
1988-02-08,361268.0,252407.0,95.0625
1988-02-09,147996.0,249748.0,94.375
1988-02-10,177262.0,244349.0,94.625
1988-02-11,191880.0,244246.0,95.0312
1988-02-12,207226.0,252841.0,94.4062
1988-02-16,363014.0,247568.0,92.9688
1988-02-17,213015.0,247854.0,93.3438
1988-02-18,210147.0,235861.0,93.125
1988-02-19,303079.0,226245.0,93.5312
1988-02-22,214569.0,222373.0,93.625
1988-02-23,131869.0,211582.0,93.9062
1988-02-24,275400.0,190172.0,94.6875
1988-02-25,219993.0,178988.0,94.4375
1988-02-26,422781.0,151897.0,93.9062
1988-02-29,174628.0,138427.0,94.4688
1988-03-01,247988.0,112748.0,94.6875
1988-03-02,62543.0,101138.0,94.7188
1988-03-03,27881.0,95539.0,95.0938
1988-03-04,18777.0,78882.0,95.1875
1988-03-07,55837.0,76207.0,93.3438
1988-03-08,17862.0,65639.0,93.1562
1988-03-09,26751.0,62521.0,93.0625
1988-03-10,12143.0,57445.0,93.2188
1988-03-11,15613.0,53666.0,92.7812
1988-03-14,7139.0,45952.0,93.375
1988-03-15,14991.0,39214.0,93.3125
1988-03-16,12391.0,30883.0,93.375
1988-03-17,15031.0,25067.0,92.5312
1988-03-18,10931.0,20782.0,93.3438
1988-03-21,9415.0,13268.0,91.7812
1988-03-22,16657.0,7522.0,91.8125
1988-03-23,11742.0,253030.0,90.6562
1988-03-24,258704.0,255727.0,90.4062
1988-03-25,367923.0,254324.0,90.4062
1988-03-28,242301.0,255067.0,90.7812
1988-03-29,274432.0,261671.0,89.5312
1988-03-30,261626.0,261589.0,90.2812
1988-03-31,224917.0,260865.0,90.0312
1988-04-04,15284.0,267536.0,88.9062
1988-04-05,213602.0,267790.0,89.1875
1988-04-06,163885.0,267146.0,89.4062
1988-04-07,322474.0,268573.0,90.3438
1988-04-08,214522.0,265387.0,90.1875
1988-04-11,251427.0,268599.0,91.0625
1988-04-12,245682.0,260300.0,90.3125
1988-04-13,197490.0,258186.0,90.625
1988-04-14,275855.0,265530.0,90.7812
1988-04-15,468328.0,254448.0,89.5
1988-04-18,337482.0,253118.0,88.875
1988-04-19,232061.0,247834.0,88.25
1988-04-20,202671.0,260425.0,88.0625
1988-04-21,263152.0,253644.0,88.4375
1988-04-22,145093.0,246513.0,88.3125
1988-04-25,143498.0,240809.0,88.5938
1988-04-26,112482.0,248719.0,88.6875
1988-04-27,266624.0,251034.0,88.5625
1988-04-28,178065.0,257887.0,88.5312
1988-04-29,242345.0,264209.0,87.75
1988-05-02,228305.0,270164.0,87.8125
1988-05-03,199230.0,272339.0,87.375
1988-05-04,200935.0,270209.0,87.8438
1988-05-05,132749.0,270470.0,87.625
1988-05-06,188046.0,273898.0,87.9375
1988-05-09,214426.0,271066.0,87.4062
1988-05-10,139598.0,267910.0,87.375
1988-05-11,154206.0,272013.0,87.25
1988-05-12,319818.0,252642.0,87.1562
1988-05-13,255782.0,251086.0,87.0625
1988-05-16,258843.0,241231.0,87.5938
1988-05-17,224354.0,252908.0,87.3438
1988-05-18,398263.0,248477.0,86.3125
1988-05-19,346191.0,243473.0,85.625
1988-05-20,345268.0,255104.0,85.8125
1988-05-23,223282.0,232026.0,85.4375
1988-05-24,271387.0,211874.0,85.3438
1988-05-25,202260.0,195107.0,85.5312
1988-05-26,204867.0,165321.0,85.7812
1988-05-27,273602.0,140802.0,85.5625
1988-05-31,176224.0,123719.0,85.5625
1988-06-01,193041.0,94481.0,86.1562
1988-06-02,77605.0,82480.0,87.7188
1988-06-03,24007.0,66220.0,87.2812
1988-06-06,32797.0,61681.0,88.375
1988-06-07,16088.0,56439.0,88.1875
1988-06-08,22527.0,52836.0,87.6875
1988-06-09,10102.0,50142.0,88.625
1988-06-10,10037.0,49159.0,88.3125
1988-06-13,6675.0,39207.0,88.3438
1988-06-14,17207.0,34314.0,88.6562
1988-06-15,16140.0,30666.0,90.375
1988-06-16,6962.0,28070.0,90.0
1988-06-17,5727.0,27088.0,88.6562
1988-06-20,4560.0,26573.0,87.5625
1988-06-21,2201.0,21068.0,87.5625
1988-06-22,12179.0,305087.0,86.6875
1988-06-23,402197.0,298840.0,88.2188
1988-06-24,263489.0,302629.0,88.3438
1988-06-27,292655.0,298845.0,88.9062
1988-06-28,210360.0,303743.0,87.5625
1988-06-29,308865.0,296772.0,88.875
1988-06-30,323461.0,290479.0,88.0938
1988-07-01,255860.0,298607.0,88.75
1988-07-05,247590.0,293659.0,88.3438
1988-07-06,152532.0,295072.0,88.5312
1988-07-07,191810.0,295348.0,87.5312
1988-07-08,345228.0,300479.0,87.3125
1988-07-11,350326.0,297811.0,86.5938
1988-07-12,176288.0,293722.0,86.8438
1988-07-13,184584.0,297784.0,86.2188
1988-07-14,332601.0,293479.0,85.875
1988-07-15,211267.0,293191.0,86.0
1988-07-18,247063.0,297008.0,86.3125
1988-07-19,269659.0,299701.0,85.625
1988-07-20,252078.0,296409.0,86.0312
1988-07-21,184027.0,296996.0,86.0
1988-07-22,208528.0,300168.0,85.6562
1988-07-25,200711.0,299068.0,86.1875
1988-07-26,160268.0,294987.0,86.625
1988-07-27,235245.0,306382.0,86.5625
1988-07-28,324845.0,287378.0,85.8438
1988-07-29,277453.0,283757.0,85.8125
1988-08-01,151414.0,290200.0,86.2812
1988-08-02,140949.0,296454.0,86.7812
1988-08-03,318212.0,294273.0,87.5625
1988-08-04,168018.0,300053.0,87.375
1988-08-05,268982.0,294431.0,87.75
1988-08-08,271884.0,285795.0,86.8125
1988-08-09,115730.0,278903.0,87.0
1988-08-10,417837.0,278140.0,86.25
1988-08-11,417739.0,268380.0,84.8125
1988-08-12,383836.0,261564.0,84.8438
1988-08-15,249068.0,257225.0,84.625
1988-08-16,134120.0,242945.0,84.5
1988-08-17,468656.0,239558.0,84.8125
1988-08-18,301595.0,228040.0,84.625
1988-08-19,176589.0,234010.0,84.8438
1988-08-22,208448.0,221089.0,84.8438
1988-08-23,136611.0,200817.0,84.5
1988-08-24,235647.0,189924.0,85.1875
1988-08-25,196354.0,177039.0,85.0
1988-08-26,221686.0,166347.0,84.5625
1988-08-29,127611.0,163857.0,84.7812
1988-08-30,178781.0,146629.0,85.6875
1988-08-31,212116.0,134171.0,85.8125
1988-09-01,202237.0,115908.0,86.0625
1988-09-02,42600.0,79100.0,86.0938
1988-09-06,81121.0,72859.0,88.4062
1988-09-07,13754.0,69428.0,88.2812
1988-09-08,13989.0,65380.0,88.2812
1988-09-09,12591.0,45011.0,88.4688
1988-09-12,30980.0,41171.0,89.0625
1988-09-13,7096.0,39513.0,88.5625
1988-09-14,4652.0,34422.0,88.75
1988-09-15,11463.0,27665.0,89.125
1988-09-16,9458.0,26748.0,88.8125
1988-09-19,3110.0,19791.0,88.8438
1988-09-20,12681.0,10432.0,88.2812
1988-09-21,13684.0,6100.0,88.4688
1988-09-22,7090.0,352296.0,88.25
1988-09-23,187314.0,352324.0,87.875
1988-09-26,244780.0,358774.0,87.9688
1988-09-27,216723.0,361183.0,87.5312
1988-09-28,250309.0,353055.0,87.125
1988-09-29,202026.0,347279.0,87.375
1988-09-30,206880.0,348908.0,87.9062
1988-10-03,354577.0,354181.0,88.7188
1988-10-04,253508.0,354269.0,88.8125
1988-10-05,177141.0,367277.0,88.75
1988-10-06,337115.0,364073.0,88.7812
1988-10-07,168887.0,376334.0,88.875
1988-10-10,452873.0,369421.0,90.3438
1988-10-11,55344.0,368822.0,90.0625
1988-10-12,205220.0,357712.0,89.9375
1988-10-13,256803.0,364693.0,89.375
1988-10-14,307710.0,367736.0,89.25
1988-10-17,399403.0,366385.0,89.4062
1988-10-18,171675.0,362993.0,89.75
1988-10-19,210031.0,365754.0,89.875
1988-10-20,331433.0,358903.0,89.3438
1988-10-21,285208.0,362299.0,89.625
1988-10-24,251724.0,368948.0,89.0
1988-10-25,295101.0,358849.0,89.2812
1988-10-26,247893.0,353378.0,89.25
1988-10-27,225010.0,349735.0,89.5312
1988-10-28,393678.0,343271.0,90.3125
1988-10-31,330448.0,338061.0,90.625
1988-11-01,283512.0,343245.0,91.3125
1988-11-02,305743.0,335893.0,90.9375
1988-11-03,271496.0,335790.0,90.8125
1988-11-04,201088.0,333629.0,91.2812
1988-11-07,397899.0,327217.0,89.6875
1988-11-08,235190.0,326981.0,89.2812
1988-11-09,274337.0,322959.0,89.5
1988-11-10,403638.0,317906.0,89.0938
1988-11-11,314668.0,318225.0,89.2188
1988-11-14,66589.0,320126.0,88.4688
1988-11-15,207964.0,312034.0,89.0312
1988-11-16,278129.0,323723.0,88.9688
1988-11-17,453572.0,313289.0,88.0625
1988-11-18,418716.0,288498.0,87.5625
1988-11-21,246616.0,275652.0,88.0
1988-11-22,166599.0,271968.0,88.0625
1988-11-23,317123.0,248624.0,88.0312
1988-11-25,147865.0,247054.0,87.4375
1988-11-28,117076.0,227901.0,87.6875
1988-11-29,217554.0,214414.0,87.6875
1988-11-30,240469.0,182428.0,87.9062
1988-12-01,356485.0,175066.0,88.5
1988-12-02,191444.0,171566.0,88.8125
1988-12-05,357216.0,145968.0,87.5938
1988-12-06,137852.0,125239.0,87.9375
1988-12-07,73040.0,105026.0,89.9375
1988-12-08,64857.0,98324.0,89.5312
1988-12-09,18678.0,82084.0,89.625
1988-12-12,24965.0,77111.0,89.6562
1988-12-13,11403.0,72100.0,89.6562
1988-12-14,18506.0,59636.0,89.4375
1988-12-15,31321.0,56638.0,88.7188
1988-12-16,10356.0,39399.0,88.8125
1988-12-19,26762.0,24418.0,88.7812
1988-12-20,28396.0,16834.0,88.9375
1988-12-21,21805.0,296253.0,89.4688
1988-12-22,132316.0,292628.0,89.5
1988-12-23,118561.0,293460.0,89.625
1988-12-27,72661.0,284597.0,89.9375
1988-12-28,75345.0,280784.0,89.3125
1988-12-29,136515.0,276439.0,89.0
1988-12-30,79762.0,278396.0,89.0625
1989-01-03,45656.0,285115.0,88.625
1989-01-04,154435.0,292072.0,88.3125
1989-01-05,188171.0,293379.0,88.375
1989-01-06,241469.0,293733.0,88.3438
1989-01-09,224332.0,290746.0,88.7812
1989-01-10,168233.0,287911.0,88.7812
1989-01-11,209000.0,293834.0,88.875
1989-01-12,140003.0,301931.0,88.8438
1989-01-13,258032.0,306949.0,89.5
1989-01-16,471346.0,300287.0,90.3125
1989-01-17,48124.0,304203.0,90.2188
1989-01-18,183134.0,309759.0,90.3438
