Date,-TBond Futures-Volume,-TBond Futures-Previous Day Open Interest,-TBond Futures-Open
1997-08-05,324130.0,521766.0,114.656
1997-08-06,304322.0,524266.0,114.531
1997-08-07,344660.0,520732.0,114.781
1997-08-08,502240.0,544789.0,114.312
1997-08-11,782200.0,524599.0,112.688
1997-08-12,348000.0,515717.0,112.812
1997-08-13,414640.0,532324.0,112.438
1997-08-14,811326.0,512339.0,112.812
1997-08-15,507952.0,508076.0,113.656
1997-08-18,447380.0,502334.0,113.781
1997-08-19,303950.0,494291.0,114.188
1997-08-20,330480.0,492814.0,114.219
1997-08-21,289890.0,486114.0,113.844
1997-08-22,378120.0,498504.0,113.219
1997-08-25,522140.0,446939.0,112.625
1997-08-26,179090.0,402904.0,112.438
1997-08-27,530700.0,357492.0,112.656
1997-08-28,395350.0,327620.0,112.719
1997-08-29,493750.0,213651.0,113.656
1997-09-02,224840.0,199601.0,113.125
1997-09-03,34508.0,185449.0,113.656
1997-09-04,37897.0,171047.0,113.188
1997-09-05,20432.0,158778.0,113.219
1997-09-08,24586.0,147239.0,112.719
1997-09-09,17343.0,130573.0,113.219
1997-09-10,29730.0,119907.0,113.094
1997-09-11,16333.0,113963.0,112.812
1997-09-12,15024.0,100651.0,112.531
1997-09-15,46230.0,89901.0,113.562
1997-09-16,15573.0,45080.0,113.781
1997-09-17,69340.0,35404.0,115.594
1997-09-18,23130.0,27784.0,115.719
1997-09-19,16104.0,17073.0,115.781
1997-09-22,21375.0,575669.0,115.656
1997-09-23,188250.0,580758.0,116.0
1997-09-24,217160.0,613992.0,115.562
1997-09-25,444140.0,612385.0,116.25
1997-09-26,568057.0,315099.0,115.344
1997-09-29,341240.0,612310.0,115.75
1997-09-30,159780.0,608630.0,115.594
1997-10-01,434390.0,644599.0,115.438
1997-10-02,616110.0,653753.0,116.344
1997-10-03,342920.0,666307.0,116.719
1997-10-06,1065484.0,673324.0,116.875
1997-10-07,386888.0,679564.0,117.281
1997-10-08,376380.0,668424.0,117.594
1997-10-09,827100.0,646159.0,115.75
1997-10-10,769918.0,642182.0,115.938
1997-10-14,510627.0,631924.0,115.219
1997-10-15,255500.0,632693.0,115.875
1997-10-16,400140.0,639501.0,115.469
1997-10-17,570190.0,635088.0,115.594
1997-10-20,529910.0,638689.0,114.812
1997-10-21,192460.0,632909.0,115.0
1997-10-22,317670.0,640551.0,115.125
1997-10-23,301302.0,663835.0,115.219
1997-10-24,732100.0,690053.0,116.531
1997-10-27,619070.0,636988.0,117.031
1997-10-28,727600.0,617013.0,118.656
1997-10-29,1054200.0,617654.0,116.625
1997-10-30,654070.0,606842.0,117.875
1997-10-31,614850.0,606790.0,118.625
1997-11-03,462380.0,599413.0,118.406
1997-11-04,293040.0,600862.0,117.656
1997-11-05,306380.0,607206.0,117.281
1997-11-06,350120.0,613123.0,117.75
1997-11-07,415300.0,609781.0,118.125
1997-11-10,753500.0,595503.0,117.781
1997-11-12,168215.0,596868.0,117.875
1997-11-13,394860.0,592744.0,118.375
1997-11-14,518880.0,572005.0,118.5
1997-11-17,545860.0,578008.0,118.375
1997-11-18,276680.0,554419.0,118.906
1997-11-19,384230.0,563829.0,118.781
1997-11-20,379020.0,544450.0,119.219
1997-11-21,420530.0,454526.0,118.906
1997-11-24,554310.0,385852.0,119.125
1997-11-25,276340.0,345089.0,119.0
1997-11-26,394180.0,266547.0,119.094
1997-11-28,352990.0,247455.0,119.125
1997-12-01,49681.0,219685.0,119.125
1997-12-02,53667.0,173405.0,119.25
1997-12-03,84500.0,160021.0,119.312
1997-12-04,29168.0,152120.0,119.562
1997-12-05,31792.0,121221.0,119.281
1997-12-08,81961.0,114883.0,118.75
1997-12-09,13203.0,112386.0,118.125
1997-12-10,7148.0,110813.0,118.438
1997-12-11,6103.0,98833.0,118.906
1997-12-12,28952.0,87931.0,119.625
1997-12-15,19102.0,76657.0,120.594
1997-12-16,32587.0,70749.0,120.094
1997-12-17,12498.0,62009.0,120.219
1997-12-18,19607.0,47765.0,119.812
1997-12-19,22963.0,25655.0,120.562
1997-12-22,48734.0,699018.0,120.625
1997-12-23,154620.0,685302.0,120.969
1997-12-24,203680.0,689821.0,121.125
1997-12-26,53732.0,693104.0,120.5
1997-12-29,22295.0,688010.0,120.781
1997-12-30,91600.0,679431.0,120.438
1997-12-31,228220.0,675289.0,119.969
1998-01-02,101287.0,696439.0,120.5
1998-01-05,225350.0,706592.0,121.688
1998-01-06,465330.0,704487.0,122.781
1998-01-07,443620.0,710544.0,122.969
1998-01-08,534090.0,714283.0,122.375
1998-01-09,494080.0,712900.0,122.938
1998-01-12,653100.0,701956.0,123.594
1998-01-13,570920.0,698280.0,123.625
1998-01-14,384410.0,696963.0,123.5
1998-01-15,487950.0,689265.0,123.25
1998-01-16,315970.0,687207.0,123.031
1998-01-20,337020.0,694829.0,122.219
1998-01-21,291460.0,681455.0,122.031
1998-01-22,657300.0,661846.0,122.312
1998-01-23,547018.0,668777.0,121.812
1998-01-26,639780.0,662198.0,120.156
1998-01-27,449800.0,657664.0,121.094
1998-01-28,423580.0,652982.0,120.469
1998-01-29,365100.0,663911.0,120.5
1998-01-30,641910.0,646324.0,121.906
1998-02-02,499840.0,642703.0,122.312
1998-02-03,389320.0,635911.0,121.469
1998-02-04,338220.0,635558.0,121.781
1998-02-05,334130.0,626089.0,121.594
1998-02-06,442970.0,615393.0,120.688
1998-02-09,518800.0,617781.0,120.719
1998-02-10,216950.0,615653.0,120.625
1998-02-11,201250.0,628199.0,120.875
1998-02-12,438850.0,642394.0,121.781
1998-02-13,643040.0,623610.0,121.625
1998-02-17,293620.0,603545.0,121.875
1998-02-18,327110.0,583199.0,122.594
1998-02-19,511010.0,563407.0,122.062
1998-02-20,387210.0,532152.0,121.844
1998-02-23,340991.0,469059.0,121.688
1998-02-24,542793.0,422825.0,121.125
1998-02-25,797248.0,372959.0,120.344
1998-02-26,426831.0,290355.0,120.875
1998-02-27,476068.0,242944.0,120.406
1998-03-02,165386.0,213217.0,120.781
1998-03-03,71058.0,182483.0,119.656
1998-03-04,78003.0,168147.0,118.938
1998-03-05,29245.0,143868.0,119.312
1998-03-06,50955.0,131899.0,119.031
1998-03-09,24723.0,119889.0,119.594
1998-03-10,28175.0,100446.0,120.25
1998-03-11,34405.0,98034.0,120.562
1998-03-12,11454.0,59410.0,120.562
1998-03-13,73358.0,48462.0,121.5
1998-03-16,13810.0,43553.0,121.312
1998-03-17,9784.0,32655.0,121.562
1998-03-18,18712.0,25864.0,121.281
1998-03-19,11300.0,19281.0,121.094
1998-03-20,11199.0,10842.0,120.781
1998-03-23,22628.0,685336.0,121.0
1998-03-24,268081.0,671209.0,121.094
1998-03-25,230885.0,678047.0,121.156
1998-03-26,580543.0,669408.0,120.406
1998-03-27,370033.0,667587.0,120.094
1998-03-30,373459.0,676646.0,119.906
1998-03-31,261688.0,676336.0,119.844
1998-04-01,364037.0,681044.0,120.281
1998-04-02,358819.0,684613.0,120.812
1998-04-03,393373.0,733310.0,121.469
1998-04-06,734637.0,729577.0,122.438
1998-04-07,341089.0,727103.0,121.812
1998-04-08,283011.0,719487.0,121.688
1998-04-09,442737.0,718258.0,120.969
1998-04-13,534065.0,691455.0,121.0
1998-04-14,325150.0,687003.0,120.406
1998-04-15,353296.0,678100.0,120.812
1998-04-16,287151.0,686042.0,121.062
1998-04-17,321189.0,683918.0,121.25
1998-04-20,277394.0,677702.0,121.188
1998-04-21,223942.0,681614.0,120.594
1998-04-22,376907.0,678082.0,120.219
1998-04-23,379238.0,678898.0,120.156
1998-04-24,426838.0,676959.0,119.938
1998-04-27,341734.0,689257.0,120.344
1998-04-28,588118.0,689117.0,118.938
1998-04-29,399881.0,697836.0,118.688
1998-04-30,371906.0,703884.0,118.688
1998-05-01,629220.0,686808.0,120.25
1998-05-04,385871.0,681259.0,120.438
1998-05-05,149327.0,676377.0,120.406
1998-05-06,256627.0,688095.0,119.969
1998-05-07,437898.0,682027.0,120.438
1998-05-08,299533.0,693781.0,120.312
1998-05-11,512781.0,690060.0,120.031
1998-05-12,282199.0,697622.0,119.125
1998-05-13,381059.0,717112.0,120.094
1998-05-14,501809.0,711456.0,120.375
1998-05-15,359605.0,705205.0,119.938
1998-05-18,182619.0,710400.0,119.969
1998-05-19,298643.0,691528.0,120.5
1998-05-20,318624.0,707174.0,120.438
1998-05-21,515651.0,673742.0,120.938
1998-05-22,580651.0,617318.0,120.469
1998-05-26,248363.0,524065.0,120.719
1998-05-27,550878.0,474040.0,121.438
1998-05-28,528743.0,384272.0,121.469
1998-05-29,492108.0,291801.0,121.438
1998-06-01,220439.0,253561.0,121.844
1998-06-02,60373.0,221041.0,122.125
1998-06-03,66700.0,193018.0,121.812
1998-06-04,44109.0,177138.0,121.844
1998-06-05,29610.0,161052.0,121.562
1998-06-08,58018.0,131987.0,121.781
1998-06-09,51400.0,123879.0,121.938
1998-06-10,35909.0,105677.0,121.906
1998-06-11,43902.0,83434.0,123.062
1998-06-12,33894.0,66942.0,123.625
1998-06-15,30408.0,52416.0,123.375
1998-06-16,20940.0,42214.0,124.406
1998-06-17,29132.0,32485.0,123.312
1998-06-18,13478.0,21619.0,122.594
1998-06-19,17561.0,9917.0,122.906
1998-06-22,21867.0,949316.0,123.188
1998-06-23,208341.0,950000.0,123.125
1998-06-24,223611.0,952231.0,123.438
1998-06-25,337701.0,946813.0,123.281
1998-06-26,515986.0,942229.0,123.281
1998-06-29,344148.0,936048.0,123.656
1998-06-30,147547.0,940810.0,123.312
1998-07-01,400779.0,948659.0,123.562
1998-07-02,479129.0,949448.0,123.594
1998-07-06,322318.0,945347.0,124.031
1998-07-07,135355.0,933281.0,124.156
1998-07-08,244244.0,930308.0,123.781
1998-07-09,327241.0,922607.0,123.469
1998-07-10,302278.0,914104.0,123.781
1998-07-13,212870.0,903080.0,123.875
1998-07-14,548048.0,883101.0,122.781
1998-07-15,532191.0,876690.0,122.469
1998-07-16,291793.0,863043.0,122.531
1998-07-17,531215.0,854562.0,122.219
1998-07-20,391600.0,843590.0,122.031
1998-07-21,228290.0,861772.0,122.531
1998-07-22,492336.0,853732.0,123.188
1998-07-23,268140.0,855716.0,122.938
1998-07-24,330718.0,849005.0,123.25
1998-07-27,312943.0,837150.0,122.938
1998-07-28,248503.0,832538.0,122.625
1998-07-29,447916.0,830477.0,122.312
1998-07-30,292573.0,826237.0,122.125
1998-07-31,527656.0,815012.0,122.562
1998-08-03,318258.0,817311.0,122.688
1998-08-04,380256.0,835571.0,123.344
1998-08-05,482693.0,824033.0,123.625
1998-08-06,428454.0,800061.0,123.531
1998-08-07,271897.0,814450.0,123.219
1998-08-10,368497.0,799673.0,123.875
1998-08-11,308216.0,803738.0,123.875
1998-08-12,602908.0,793229.0,124.219
1998-08-13,391267.0,801446.0,124.094
1998-08-14,515629.0,792165.0,123.656
1998-08-17,485353.0,785679.0,124.25
1998-08-18,241062.0,785108.0,124.156
1998-08-19,366892.0,761449.0,124.0
1998-08-20,363568.0,738520.0,123.906
1998-08-21,620852.0,752111.0,124.5
1998-08-24,935447.0,691883.0,125.25
1998-08-25,504679.0,641875.0,125.125
1998-08-26,411390.0,575561.0,125.5
1998-08-27,578384.0,447876.0,125.719
1998-08-28,887813.0,329154.0,126.375
1998-08-31,785372.0,242400.0,126.594
1998-09-01,202470.0,184064.0,127.219
1998-09-02,118318.0,162514.0,126.781
1998-09-03,44622.0,151181.0,126.75
1998-09-04,34616.0,138510.0,127.312
1998-09-08,26401.0,118068.0,127.312
1998-09-09,41184.0,93958.0,126.719
1998-09-10,59636.0,81643.0,127.875
1998-09-11,31277.0,71650.0,129.469
1998-09-14,21173.0,59574.0,128.469
1998-09-15,16640.0,47544.0,128.719
1998-09-16,19346.0,40854.0,127.969
1998-09-17,8699.0,27201.0,128.812
1998-09-18,19542.0,16654.0,128.906
1998-09-21,21584.0,11304.0,129.25
1998-09-22,13190.0,711177.0,129.062
1998-09-23,387136.0,717860.0,129.125
1998-09-24,508127.0,708907.0,129.531
1998-09-25,402980.0,709609.0,129.719
1998-09-28,519755.0,41256.0,129.781
1998-09-29,14537.0,701589.0,129.531
1998-09-30,315657.0,719251.0,130.031
1998-10-01,566662.0,730254.0,131.5
1998-10-02,803205.0,726520.0,132.781
1998-10-05,651438.0,739675.0,133.156
1998-10-06,599749.0,732050.0,134.656
1998-10-07,586775.0,749445.0,134.188
1998-10-08,832473.0,705739.0,132.906
1998-10-09,788384.0,684683.0,130.25
1998-10-13,0.0,667773.0,126.969
1998-10-14,538539.0,664676.0,127.625
1998-10-15,463692.0,666373.0,129.281
1998-10-16,483761.0,664879.0,128.75
1998-10-19,578490.0,657543.0,130.125
1998-10-20,192433.0,658231.0,129.844
1998-10-21,491037.0,645778.0,128.688
1998-10-22,293336.0,635392.0,128.438
1998-10-23,375625.0,647635.0,127.844
1998-10-26,338849.0,650024.0,127.344
1998-10-27,439802.0,630702.0,128.75
1998-10-28,382955.0,605272.0,129.344
1998-10-29,295842.0,598867.0,129.406
1998-10-30,286477.0,587539.0,129.812
1998-11-02,417355.0,585841.0,128.937
1998-11-03,342314.0,589579.0,127.438
1998-11-04,324406.0,614410.0,127.781
1998-11-05,448442.0,629140.0,126.656
1998-11-06,579096.0,645338.0,126.812
1998-11-09,502810.0,645345.0,125.562
1998-11-10,399502.0,645511.0,126.969
1998-11-12,0.0,646875.0,127.25
1998-11-13,387045.0,631919.0,127.812
1998-11-16,352135.0,614207.0,127.594
1998-11-17,203079.0,611573.0,127.219
1998-11-18,305213.0,611638.0,126.875
1998-11-19,567461.0,557211.0,127.906
1998-11-20,366401.0,505801.0,127.844
1998-11-23,420590.0,461776.0,128.25
1998-11-24,379090.0,398239.0,127.562
1998-11-25,351660.0,333012.0,127.75
1998-11-27,227706.0,293312.0,128.375
1998-11-30,1868.0,223544.0,128.688
1998-12-01,179713.0,189784.0,129.875
1998-12-02,81581.0,168077.0,130.188
1998-12-03,45204.0,143516.0,130.531
1998-12-04,40451.0,127821.0,130.688
1998-12-07,26721.0,117545.0,129.656
1998-12-08,21779.0,107170.0,129.438
1998-12-09,26014.0,94896.0,130.469
1998-12-10,19169.0,76950.0,130.688
1998-12-11,29920.0,67780.0,130.75
1998-12-14,14337.0,53314.0,130.156
1998-12-15,27081.0,43732.0,129.656
1998-12-16,14667.0,35060.0,129.531
1998-12-17,10224.0,31485.0,129.938
1998-12-18,8548.0,20822.0,129.656
1998-12-21,15631.0,13671.0,129.5
1998-12-22,7973.0,590038.0,128.531
1998-12-23,216647.0,592661.0,127.531
1998-12-24,181149.0,592251.0,126.625
1998-12-28,92998.0,589036.0,126.312
1998-12-29,100745.0,588658.0,127.156
1998-12-30,116438.0,586791.0,127.75
1998-12-31,93661.0,584572.0,127.906
1999-01-04,99845.0,592775.0,127.656
1999-01-05,296533.0,596484.0,127.375
1999-01-06,309785.0,601010.0,126.625
1999-01-07,411285.0,611909.0,127.531
1999-01-08,456419.0,619623.0,126.5
1999-01-11,574639.0,608151.0,125.062
1999-01-12,456725.0,609676.0,124.625
1999-01-13,416179.0,604151.0,125.469
1999-01-14,750927.0,592390.0,126.062
1999-01-15,524227.0,580170.0,127.25
1999-01-19,357610.0,574000.0,126.469
1999-01-20,319246.0,559979.0,126.625
1999-01-21,372094.0,569990.0,126.094
1999-01-22,415938.0,584981.0,126.875
1999-01-25,421553.0,576017.0,127.906
1999-01-26,276892.0,574287.0,127.344
1999-01-27,291477.0,584577.0,127.375
1999-01-28,348052.0,603933.0,127.344
1999-01-29,445614.0,601119.0,127.844
1999-02-01,397288.0,601654.0,128.031
1999-02-02,358852.0,605659.0,126.688
1999-02-03,499112.0,612631.0,125.75
1999-02-04,420137.0,630948.0,125.531
1999-02-05,622722.0,630314.0,124.688
1999-02-08,468859.0,628537.0,124.156
1999-02-09,291447.0,616076.0,124.438
1999-02-10,362671.0,610393.0,124.938
1999-02-11,347363.0,608650.0,124.719
1999-02-12,368790.0,631121.0,124.719
1999-02-16,532462.0,629454.0,122.531
1999-02-17,454104.0,608575.0,123.531
1999-02-18,472495.0,597068.0,124.156
1999-02-19,464836.0,566811.0,123.469
1999-02-22,395521.0,515524.0,123.406
1999-02-23,273673.0,456535.0,123.656
1999-02-24,555589.0,375476.0,122.812
1999-02-25,519755.0,322790.0,121.875
1999-02-26,810133.0,264147.0,120.812
1999-03-01,666654.0,210210.0,121.469
1999-03-02,111597.0,170039.0,120.5
1999-03-03,62953.0,157558.0,121.188
1999-03-04,22396.0,141129.0,120.219
1999-03-05,27029.0,125066.0,120.281
1999-03-08,41503.0,114594.0,120.812
1999-03-09,14585.0,90453.0,120.875
1999-03-10,49678.0,74573.0,121.656
1999-03-11,32529.0,63650.0,121.5
1999-03-12,14356.0,60289.0,121.406
1999-03-15,8106.0,51038.0,121.938
1999-03-16,14380.0,36371.0,122.406
1999-03-17,20056.0,32573.0,122.656
1999-03-18,11891.0,21624.0,122.406
1999-03-19,15620.0,19001.0,122.75
1999-03-22,6454.0,12127.0,121.594
1999-03-23,9584.0,604701.0,120.875
1999-03-24,331971.0,594148.0,121.0
1999-03-25,261053.0,587018.0,121.438
1999-03-26,259852.0,582193.0,120.656
1999-03-29,389662.0,590264.0,120.625
1999-03-30,219821.0,586848.0,120.125
1999-03-31,237086.0,596557.0,121.125
1999-04-01,374697.0,579950.0,120.562
1999-04-02,294226.0,569198.0,119.938
1999-04-05,215619.0,565731.0,121.125
1999-04-06,150383.0,572890.0,121.062
1999-04-07,390032.0,552971.0,122.0
1999-04-08,262488.0,558366.0,122.031
1999-04-09,496326.0,557703.0,123.281
1999-04-12,332713.0,550752.0,123.25
1999-04-13,244840.0,549576.0,123.062
1999-04-14,353822.0,551334.0,122.438
1999-04-15,280160.0,556484.0,122.344
1999-04-16,382886.0,572894.0,121.906
1999-04-19,299927.0,578395.0,121.438
1999-04-20,306008.0,574132.0,121.875
1999-04-21,346532.0,567592.0,122.156
1999-04-22,249077.0,572747.0,122.0
1999-04-23,408901.0,572649.0,120.844
1999-04-26,276916.0,582997.0,120.906
1999-04-27,315349.0,576339.0,121.375
1999-04-28,265789.0,589325.0,121.75
1999-04-29,245808.0,613607.0,121.375
1999-04-30,403173.0,618621.0,122.188
1999-05-03,591511.0,628738.0,120.281
1999-05-04,273415.0,635203.0,120.375
1999-05-05,452117.0,639724.0,119.688
1999-05-06,353512.0,654292.0,119.875
1999-05-07,627082.0,645432.0,118.719
1999-05-10,512174.0,666743.0,118.469
1999-05-11,292645.0,662093.0,118.875
1999-05-12,341508.0,673976.0,118.219
1999-05-13,488092.0,668203.0,118.531
1999-05-14,390044.0,659754.0,119.656
1999-05-17,726920.0,654693.0,117.469
1999-05-18,301271.0,631190.0,117.562
1999-05-19,358658.0,608304.0,117.562
1999-05-20,388755.0,605395.0,118.312
1999-05-21,370750.0,583849.0,118.031
1999-05-24,418687.0,521687.0,118.656
1999-05-25,306987.0,438596.0,118.719
1999-05-26,438866.0,367518.0,118.781
1999-05-27,566683.0,299172.0,118.188
1999-05-28,549293.0,244886.0,117.688
1999-06-01,134423.0,204348.0,117.969
1999-06-02,75414.0,179075.0,116.594
1999-06-03,56535.0,164798.0,116.656
1999-06-04,28573.0,140328.0,116.5
1999-06-07,42409.0,131217.0,116.562
1999-06-08,26220.0,114392.0,116.531
1999-06-09,32684.0,96757.0,116.031
1999-06-10,33408.0,89437.0,115.812
1999-06-11,23302.0,78605.0,115.094
1999-06-14,25749.0,72410.0,114.312
1999-06-15,7406.0,61588.0,115.062
1999-06-16,19203.0,46867.0,114.781
1999-06-17,27644.0,32952.0,115.344
1999-06-18,23885.0,21723.0,116.5
1999-06-21,22517.0,5498.0,116.188
1999-06-22,23446.0,629109.0,115.031
1999-06-23,268898.0,634106.0,114.656
1999-06-24,383789.0,647324.0,114.094
1999-06-25,367847.0,642873.0,113.594
1999-06-28,253114.0,648266.0,113.938
1999-06-29,232061.0,645147.0,114.625
1999-06-30,257297.0,652339.0,115.062
1999-07-01,425001.0,647118.0,115.938
1999-07-02,466521.0,647118.0,115.531
1999-07-06,466521.0,637297.0,115.844
1999-07-07,225937.0,642934.0,115.375
1999-07-08,202249.0,657739.0,115.094
1999-07-09,430126.0,646734.0,115.969
1999-07-12,342495.0,647560.0,115.875
1999-07-13,373022.0,643866.0,117.031
1999-07-14,426528.0,653721.0,117.156
1999-07-15,332262.0,650155.0,116.781
1999-07-16,371850.0,648411.0,116.844
1999-07-19,211307.0,648411.0,117.281
1999-07-20,211307.0,649306.0,117.25
1999-07-21,303895.0,644978.0,117.406
1999-07-22,228072.0,648472.0,117.188
1999-07-23,451506.0,647238.0,116.062
1999-07-26,298398.0,635358.0,115.562
1999-07-27,212663.0,620861.0,115.562
1999-07-28,195111.0,606396.0,115.906
1999-07-29,158729.0,625557.0,115.906
1999-07-30,434320.0,630927.0,115.312
1999-08-02,216097.0,639801.0,114.969
1999-08-03,285227.0,636225.0,115.062
1999-08-04,189280.0,637343.0,114.719
1999-08-05,289623.0,635366.0,114.938
1999-08-06,424921.0,647133.0,115.5
1999-08-09,364931.0,644334.0,114.094
1999-08-10,242617.0,658683.0,113.344
1999-08-11,360211.0,657639.0,113.656
1999-08-12,281211.0,660833.0,114.031
1999-08-13,359945.0,660482.0,113.469
1999-08-16,329231.0,634574.0,114.625
1999-08-17,213854.0,636790.0,114.406
1999-08-18,445445.0,626526.0,115.188
1999-08-19,269317.0,613765.0,115.281
1999-08-20,306470.0,587122.0,114.938
1999-08-23,187104.0,566074.0,115.125
1999-08-24,130934.0,514681.0,115.125
1999-08-25,310231.0,482445.0,115.562
1999-08-26,476416.0,408496.0,116.656
1999-08-27,333184.0,338487.0,116.531
1999-08-30,402944.0,254328.0,115.594
1999-08-31,139270.0,208032.0,114.656
1999-09-01,86140.0,190364.0,114.375
1999-09-02,32616.0,164615.0,114.25
1999-09-03,47304.0,144259.0,113.531
1999-09-07,41227.0,123952.0,114.719
1999-09-08,34570.0,103781.0,114.0
1999-09-09,37379.0,95499.0,114.188
1999-09-10,13255.0,89016.0,113.844
1999-09-13,21590.0,76237.0,114.062
1999-09-14,25187.0,63317.0,114.094
1999-09-15,42305.0,51830.0,113.312
1999-09-16,16524.0,40611.0,113.438
1999-09-17,17293.0,20209.0,114.344
1999-09-20,26169.0,15820.0,114.469
1999-09-21,3925.0,8805.0,113.844
1999-09-22,10171.0,587818.0,113.531
1999-09-23,136911.0,600035.0,113.688
1999-09-24,270861.0,593846.0,114.469
1999-09-27,419706.0,583799.0,115.312
1999-09-28,231863.0,577774.0,114.594
1999-09-29,374235.0,555860.0,113.969
1999-09-30,366611.0,560869.0,113.094
1999-10-01,366175.0,566802.0,113.938
1999-10-04,382384.0,562897.0,112.938
1999-10-05,140757.0,571414.0,113.469
1999-10-06,267664.0,572496.0,112.5
1999-10-07,304234.0,573676.0,112.656
1999-10-08,313658.0,579305.0,112.594
1999-10-12,286365.0,574140.0,112.531
1999-10-13,197715.0,573458.0,112.25
1999-10-14,287726.0,574771.0,111.625
1999-10-15,339147.0,575712.0,111.25
1999-10-18,510958.0,570228.0,112.0
1999-10-19,295187.0,574848.0,111.562
1999-10-20,395434.0,577944.0,111.062
1999-10-21,305731.0,582211.0,111.156
1999-10-22,336245.0,579387.0,110.938
1999-10-25,236582.0,578921.0,111.031
1999-10-26,261828.0,583627.0,110.969
1999-10-27,218169.0,580074.0,110.812
1999-10-28,267669.0,577731.0,111.469
1999-10-29,378625.0,576015.0,112.312
1999-11-01,478135.0,566472.0,113.562
1999-11-02,224789.0,567914.0,113.156
1999-11-03,261981.0,549686.0,113.562
1999-11-04,325848.0,554747.0,113.594
1999-11-05,334010.0,572517.0,114.125
1999-11-08,466138.0,561819.0,114.375
1999-11-09,156697.0,560827.0,114.5
1999-11-10,203046.0,556315.0,114.406
1999-11-12,385243.0,555548.0,114.094
1999-11-15,284607.0,549666.0,114.906
1999-11-16,127255.0,539816.0,114.906
1999-11-17,288757.0,518115.0,114.688
1999-11-18,398394.0,487032.0,113.844
1999-11-19,395687.0,459921.0,113.594
1999-11-22,259612.0,411954.0,113.625
1999-11-23,239700.0,358819.0,113.219
1999-11-24,294519.0,310625.0,113.125
1999-11-26,301063.0,279433.0,112.656
1999-11-29,107916.0,191249.0,112.625
1999-11-30,199053.0,169337.0,111.469
1999-12-01,104121.0,111189.0,111.844
1999-12-02,51838.0,100344.0,111.938
1999-12-03,43864.0,90689.0,111.625
1999-12-06,27912.0,79742.0,112.656
1999-12-07,15226.0,69413.0,112.562
1999-12-08,27200.0,60028.0,113.094
1999-12-09,28384.0,52793.0,112.75
1999-12-10,14465.0,50024.0,112.969
1999-12-13,10059.0,47946.0,113.5
1999-12-14,10296.0,44134.0,113.156
1999-12-15,17840.0,39633.0,112.219
1999-12-16,9093.0,38092.0,111.406
1999-12-17,9235.0,35484.0,111.219
1999-12-20,3515.0,27909.0,111.125
1999-12-21,23720.0,27134.0,110.844
1999-12-22,22871.0,520001.0,91.094
1999-12-23,127036.0,519698.0,91.062
1999-12-27,70309.0,521981.0,90.938
1999-12-28,62439.0,527296.0,91.281
1999-12-29,53256.0,529351.0,91.062
1999-12-30,76248.0,523284.0,91.312
1999-12-31,81234.0,522589.0,91.438
2000-01-03,55190.0,531372.0,90.781
2000-01-04,244460.0,552356.0,89.844
2000-01-05,411245.0,559447.0,90.656
2000-01-06,401624.0,551660.0,89.656
2000-01-07,338467.0,567338.0,90.5
2000-01-10,439191.0,567338.0,90.906
2000-01-11,439191.0,31963.0,90.312
2000-01-12,4414.0,585974.0,89.625
2000-01-13,384741.0,582055.0,89.406
2000-01-14,380855.0,597119.0,90.312
2000-01-18,469981.0,604826.0,89.688
2000-01-19,277119.0,610273.0,89.219
2000-01-20,298486.0,623803.0,89.562
2000-01-21,470670.0,633543.0,89.406
2000-01-24,388884.0,627464.0,89.75
2000-01-25,235533.0,617954.0,90.375
2000-01-26,417949.0,618518.0,90.594
2000-01-27,424844.0,606651.0,91.25
2000-01-28,541097.0,613274.0,91.969
2000-01-31,751968.0,594516.0,92.906
2000-02-01,312072.0,591174.0,92.25
2000-02-02,337940.0,582872.0,92.875
2000-02-03,499813.0,575172.0,93.469
2000-02-04,708569.0,580496.0,94.438
2000-02-07,409305.0,561785.0,93.938
2000-02-08,243728.0,572157.0,93.312
2000-02-09,329908.0,539942.0,94.531
2000-02-10,493065.0,533780.0,93.594
2000-02-11,427557.0,517887.0,92.844
2000-02-14,309136.0,526598.0,93.281
2000-02-15,189010.0,492928.0,94.188
2000-02-16,244784.0,483618.0,93.75
2000-02-17,204738.0,496241.0,93.688
2000-02-18,410224.0,466733.0,94.188
2000-02-22,252070.0,473122.0,94.906
2000-02-23,316262.0,421605.0,95.781
2000-02-24,248115.0,389301.0,95.188
2000-02-25,481249.0,301677.0,95.406
2000-02-28,487537.0,188873.0,95.156
2000-02-29,175648.0,144614.0,94.469
2000-03-01,85357.0,125690.0,95.094
2000-03-02,31298.0,119391.0,94.844
2000-03-03,22397.0,110117.0,95.312
2000-03-06,19355.0,94270.0,95.406
2000-03-07,16311.0,85921.0,95.156
2000-03-08,18991.0,74357.0,95.469
2000-03-09,19295.0,67123.0,94.969
2000-03-10,15688.0,62426.0,94.969
2000-03-13,10216.0,58583.0,94.781
2000-03-14,11823.0,50032.0,94.688
2000-03-15,23939.0,39300.0,95.5
2000-03-16,16603.0,39109.0,95.812
2000-03-17,13194.0,35747.0,96.312
2000-03-20,7838.0,31920.0,96.344
2000-03-21,4786.0,23396.0,96.656
2000-03-22,15701.0,17361.0,97.062
2000-03-23,14140.0,521443.0,96.594
2000-03-24,287549.0,508370.0,97.094
2000-03-27,226958.0,501998.0,96.0
2000-03-28,160578.0,497313.0,96.125
2000-03-29,163491.0,492368.0,96.219
