Date,EURGBP=X-Open,EURGBP=X-Close,EURGBP=X-Rets
2005-01-11,0.698199987411499,,
2005-01-12,0.6980000138282776,0.6980000138282776,0.0
2005-01-13,0.7010999917984009,0.7010999917984009,0.0
2005-01-14,0.70169997215271,0.7020999789237976,-0.0005698914316202745
2005-01-17,0.7002999782562256,0.6991999745368958,0.0015719956884017211
2005-01-18,0.7024000287055969,0.7024999856948853,-0.00014229765596476433
2005-01-19,0.6984000205993652,0.6984999775886536,-0.00014311259157929828
2005-01-20,0.6948000192642212,0.6948000192642212,0.0
2005-01-21,0.692799985408783,0.6927000284194946,0.00014429013130870056
2005-01-24,0.6945000290870667,0.6945000290870667,0.0
2005-01-25,0.6937999725341797,0.694100022315979,-0.00043237954836404166
2005-01-26,0.6956999897956848,0.6956999897956848,0.0
2005-01-27,0.6948000192642212,0.6948000192642212,0.0
2005-01-28,0.6895999908447266,0.6895999908447266,0.0
2005-01-31,0.6901999711990356,0.690500020980835,-0.00043463429886606475
2005-02-01,0.6924999952316284,0.6923999786376953,0.00014443872625340457
2005-02-02,0.6927000284194946,0.6926000118255615,0.00014439701321196857
2005-02-03,0.6912999749183655,0.6913999915122986,-0.0001446685420347851
2005-02-04,0.6891000270843506,0.6890000104904175,0.00014515142788140592
2005-02-07,0.6861000061035156,0.6858000159263611,0.0004373353409413373
2005-02-08,0.6868000030517578,0.6869999766349792,-0.00029112474536417443
2005-02-09,0.6887000203132629,0.6886000037193298,0.00014523574001841486
2005-02-10,0.6888999938964844,0.6887999773025513,0.00014519357799176497
2005-02-11,0.689300000667572,0.6890000104904175,0.00043530462085613025
2005-02-14,0.6894000172615051,0.6877999901771545,0.0023235954045888276
2005-02-15,0.6872000098228455,0.6872000098228455,0.0
2005-02-16,0.6866999864578247,0.6866999864578247,0.0
2005-02-17,0.691100001335144,0.691100001335144,0.0
2005-02-18,0.6898000240325928,0.6898000240325928,0.0
2005-02-21,0.6898999810218811,0.6868000030517578,0.004503498576790549
2005-02-22,0.6886000037193298,0.6884999871253967,0.00014525683650255908
2005-02-23,0.6933000087738037,0.6937999725341797,-0.0007208763445523928
2005-02-24,0.692300021648407,0.692300021648407,0.0
2005-02-25,0.6909999847412109,0.6908000111579895,0.00028943926069026647
2005-02-28,0.6899999976158142,0.6886000037193298,0.0020310378302476166
2005-03-01,0.6884999871253967,0.6886000037193298,-0.00014525683650259413
2005-03-02,0.6859999895095825,0.6862999796867371,-0.00043720788263055117
2005-03-03,0.6866000294685364,0.6863999962806702,0.0002913811879535362
2005-03-04,0.6870999932289124,0.6870999932289124,0.0
2005-03-07,0.6877999901771545,0.6891000270843506,-0.0018883539504870976
2005-03-08,0.6901999711990356,0.6901999711990356,0.0
2005-03-09,0.6920999884605408,0.6917999982833862,0.0004335431530122958
2005-03-10,0.6955999732017517,0.6956999897956848,-0.0001437743071449621
2005-03-11,0.6983000040054321,0.6983000040054321,0.0
2005-03-14,0.6984999775886536,0.6985999941825867,-0.00014317743343328782
2005-03-15,0.6980999708175659,0.698199987411499,-0.00014325946730097278
2005-03-16,0.6955000162124634,0.6952000260353088,0.000431423272732096
2005-03-17,0.6956999897956848,0.6956999897956848,0.0
2005-03-18,0.6948000192642212,0.6948000192642212,0.0
2005-03-21,0.6931999921798706,0.6924999952316284,0.0010103153844902232
2005-03-22,0.6938999891281128,0.6938999891281128,0.0
2005-03-23,0.6934000253677368,0.6933000087738037,0.00014425123190882547
2005-03-24,0.6944000124931335,0.6945000290870667,-0.00014402273901903658
2005-03-25,0.6920999884605408,0.6917999982833862,0.0004335431530122958
2005-03-28,0.6924999952316284,0.6930000185966492,-0.0007217948491360604
2005-03-29,0.6905999779701233,0.6908000111579895,-0.00028960936852271405
2005-03-30,0.6894000172615051,0.6894000172615051,0.0
2005-03-31,0.6876999735832214,0.6876999735832214,0.0
2005-04-01,0.6862000226974487,0.6859999895095825,0.0002915510676339679
2005-04-04,0.685699999332428,0.6855999827384949,0.0001458712104106283
2005-04-05,0.6845999956130981,0.6845999956130981,0.0
2005-04-06,0.683899998664856,0.6836000084877014,0.0004387424941831944
2005-04-07,0.6845999956130981,0.684499979019165,0.00014610561093309865
2005-04-08,0.6866999864578247,0.6866999864578247,0.0
2005-04-11,0.6862000226974487,0.6848999857902527,0.0018963420446914683
2005-04-12,0.685699999332428,0.6858999729156494,-0.000291591701202146
2005-04-13,0.682699978351593,0.6822999715805054,0.0005860905453627751
2005-04-14,0.6815999746322632,0.6815000176429749,0.00014666127215017937
2005-04-15,0.6804999709129333,0.6801999807357788,0.00044093509616359124
2005-04-18,0.6818000078201294,0.6791999936103821,0.003820745584058836
2005-04-19,0.6833999752998352,0.6833999752998352,0.0
2005-04-20,0.6811000108718872,0.6811000108718872,0.0
2005-04-21,0.682200014591217,0.6820999979972839,0.00014661964844896492
2005-04-22,0.6833000183105469,0.6833000183105469,0.0
2005-04-25,0.6809999942779541,0.6816999912261963,-0.0010273677511677755
2005-04-26,0.6797000169754028,0.6794999837875366,0.00029433959564167364
2005-04-27,0.680899977684021,0.680899977684021,0.0
2005-04-28,0.6786999702453613,0.6783000230789185,0.000589457892396288
2005-04-29,0.6764000058174133,0.6758999824523926,0.0007395154805087124
2005-05-02,0.6741999983787537,0.6743999719619751,-0.0002965647176108942
2005-05-03,0.6777999997138977,0.6779000163078308,-0.00014754974246892943
2005-05-04,0.6804999709129333,0.6801000237464905,0.0005878982500838202
2005-05-05,0.6802999973297119,0.6802999973297119,0.0
2005-05-06,0.6804999709129333,0.6808000206947327,-0.00044082830898134896
2005-05-09,0.6776000261306763,0.6766999959945679,0.0013291445823020898
2005-05-10,0.6818000078201294,0.6819999814033508,-0.0002932594020161135
2005-05-11,0.6833000183105469,0.6830999851226807,0.0002927886252818661
2005-05-12,0.6837999820709229,0.6837000250816345,0.000146189380538944
2005-05-13,0.6801000237464905,0.6800000071525574,0.00014707240914816174
2005-05-16,0.6816999912261963,0.6827999949455261,-0.0016123180194537088
2005-05-17,0.6869999766349792,0.6868000030517578,0.0002911247453642251
2005-05-18,0.6870999932289124,0.6869999766349792,0.00014557397031249715
2005-05-19,0.6891000270843506,0.6891999840736389,-0.00014504387818959822
2005-05-20,0.6883999705314636,0.6880999803543091,0.0004358738722961297
2005-05-23,0.6870999932289124,0.6863999962806702,0.001019289427293535
2005-05-24,0.6868000030517578,0.6869999766349792,-0.00029112474536417443
2005-05-25,0.6879000067710876,0.6876999735832214,0.0002908304625370185
2005-05-26,0.6876000165939331,0.6873999834060669,0.00029095736622172173
2005-05-27,0.6873000264167786,0.6873000264167786,0.0
2005-05-30,0.6869000196456909,0.6884999871253967,-0.00232654964886659
2005-05-31,0.6841999888420105,0.6843000054359436,-0.00014616966683142824
2005-06-01,0.6771000027656555,0.6769999861717224,0.00014772408970096542
2005-06-02,0.6736999750137329,0.6736000180244446,0.00014838119199611654
2005-06-03,0.6754000186920166,0.675599992275238,-0.0002960378727734914
2005-06-06,0.6740999817848206,0.6739000082015991,0.0002966967153916048
2005-06-07,0.6715999841690063,0.671999990940094,-0.0005954254098181965
2005-06-08,0.6696000099182129,0.6696000099182129,0.0
2005-06-09,0.6704000234603882,0.6705999970436096,-0.00029824546106809466
2005-06-10,0.6714000105857849,0.671500027179718,-0.00014895612674854298
2005-06-13,0.66839998960495,0.6686000227928162,-0.0002992269072608295
2005-06-14,0.6700000166893005,0.6699000000953674,0.00014928963783264425
2005-06-15,0.6657000184059143,0.6657000184059143,0.0
2005-06-16,0.6647999882698059,0.6643999814987183,0.0006018760040035868
2005-06-17,0.6636000275611877,0.6636000275611877,0.0
2005-06-20,0.6685000061988831,0.6699000000953674,-0.002092041841760472
2005-06-21,0.6664999723434448,0.6664000153541565,0.0001499842304724124
2005-06-22,0.6656000018119812,0.6657000184059143,-0.0001502540262936396
2005-06-23,0.6654999852180481,0.6654999852180481,0.0
