Date,USDGBP=X-Open,USDGBP=X-Close,USDGBP=X-Rets
2005-01-11,0.5326499938964844,,
2005-01-12,0.5324500203132629,0.5323100090026855,0.0002629912985638555
2005-01-13,0.5288500189781189,0.5289000272750854,-9.45559816914024e-05
2005-01-14,0.5316600203514099,0.5316299796104431,5.650526380555514e-05
2005-01-17,0.5342699885368347,0.5345900058746338,-0.00059880124438093
2005-01-18,0.5383899807929993,0.5384200215339661,-5.579580596330294e-05
2005-01-19,0.5365999937057495,0.5366799831390381,-0.00014905604346000041
2005-01-20,0.5346199870109558,0.534500002861023,0.0002244540399080766
2005-01-21,0.5346500277519226,0.5345900058746338,0.00011227016472306565
2005-01-24,0.5326799750328064,0.5327100157737732,-5.6393886246273404e-05
2005-01-25,0.5321999788284302,0.532230019569397,-5.6444746991298505e-05
2005-01-26,0.5363900065422058,0.5363900065422058,0.0
2005-01-27,0.5313799977302551,0.5313199758529663,0.0001129610969128035
2005-01-28,0.5289599895477295,0.5288199782371521,0.0002647267213582977
2005-01-31,0.5302199721336365,0.5294399857521057,0.001472144939690344
2005-02-01,0.5307000279426575,0.5307300090789795,-5.6491968917936476e-05
2005-02-02,0.5309299826622009,0.5309799909591675,-9.418556797804876e-05
2005-02-03,0.5305600166320801,0.5305899977684021,-5.650687635702016e-05
2005-02-04,0.5313199758529663,0.5312399864196777,0.00015055984844116366
2005-02-07,0.5337600111961365,0.5338199734687805,-0.00011233307774298751
2005-02-08,0.5382400155067444,0.5382099747657776,5.58144665262701e-05
2005-02-09,0.5393999814987183,0.5393999814987183,0.0
2005-02-10,0.5377799868583679,0.5378699898719788,-0.00016734628507028755
2005-02-11,0.5352200269699097,0.5353000164031982,-0.00014944032843216298
2005-02-14,0.534850001335144,0.5347899794578552,0.00011222818598713517
2005-02-15,0.5298900008201599,0.5298900008201599,0.0
2005-02-16,0.527649998664856,0.5276200175285339,5.682173447559212e-05
2005-02-17,0.5307000279426575,0.5307300090789795,-5.6491968917936476e-05
2005-02-18,0.5277299880981445,0.5277000069618225,5.681312161004869e-05
2005-02-21,0.5279600024223328,0.5278400182723999,0.00022728575127408345
2005-02-22,0.527180016040802,0.5271999835968018,-3.7875445302469146e-05
2005-02-23,0.5233399868011475,0.5232300162315369,0.00021015425570522763
2005-02-24,0.5245500206947327,0.5245500206947327,0.0
2005-02-25,0.5242999792098999,0.5242499709129333,9.538562659531259e-05
2005-02-28,0.5208899974822998,0.5209400057792664,-9.600087701137551e-05
2005-03-01,0.5210199952125549,0.521049976348877,-5.754150325500241e-05
2005-03-02,0.5211300253868103,0.5211899876594543,-0.0001150553994160067
2005-03-03,0.5227100253105164,0.5227100253105164,0.0
2005-03-04,0.5242999792098999,0.5244100093841553,-0.00020983908965459543
2005-03-07,0.5198000073432922,0.5199400186538696,-0.00026931984519769
