Date,USD Futures-Volume,USD Futures-Prev. Day Open Interest,USD Futures-Open
1995-04-18,1874.0,6485.0,81.03
1995-04-19,1710.0,6602.0,80.29
1995-04-20,2185.0,5123.0,81.41
1995-04-21,3420.0,4347.0,82.12
1995-04-24,2130.0,4314.0,81.25
1995-04-25,652.0,4402.0,81.63
1995-04-26,1876.0,4494.0,80.95
1995-04-27,1282.0,4532.0,81.43
1995-04-28,640.0,4558.0,81.58
1995-05-01,1432.0,4565.0,82.07
1995-05-02,740.0,4767.0,81.87
1995-05-03,1590.0,4974.0,81.54
1995-05-04,761.0,5210.0,81.31
1995-05-05,742.0,4273.0,81.28
1995-05-08,2222.0,4599.0,81.18
1995-05-09,834.0,4826.0,80.82
1995-05-10,982.0,3945.0,81.29
1995-05-11,3339.0,5230.0,81.74
1995-05-12,6799.0,5269.0,83.62
1995-05-15,2214.0,5082.0,84.45
1995-05-16,1163.0,5197.0,83.63
1995-05-17,1590.0,5992.0,83.96
1995-05-18,1463.0,6645.0,84.32
1995-05-19,2336.0,6751.0,83.9
1995-05-22,1048.0,6898.0,84.24
1995-05-23,910.0,6296.0,84.22
1995-05-24,2005.0,6571.0,84.56
1995-05-25,1013.0,5307.0,84.07
1995-05-26,4729.0,4630.0,82.29
1995-05-30,2973.0,4448.0,81.39
1995-05-31,956.0,4652.0,81.59
1995-06-01,1683.0,4668.0,82.8
1995-06-02,1136.0,4825.0,82.5
1995-06-05,1487.0,4913.0,82.32
1995-06-06,1104.0,4691.0,82.48
1995-06-07,714.0,4817.0,82.57
1995-06-08,764.0,3898.0,82.79
1995-06-09,2153.0,3995.0,82.39
1995-06-12,856.0,4111.0,82.28
1995-06-13,492.0,3284.0,82.06
1995-06-14,1121.0,3071.0,82.56
1995-06-15,297.0,2512.0,81.92
1995-06-16,1540.0,2303.0,82.38
1995-06-19,280.0,1500.0,82.06
1995-06-20,875.0,1270.0,81.87
1995-06-21,355.0,4391.0,81.87
1995-06-22,2056.0,3203.0,81.6
1995-06-23,2371.0,3722.0,82.06
1995-06-26,1606.0,3699.0,81.7
1995-06-27,647.0,3689.0,81.9
1995-06-28,306.0,3936.0,81.61
1995-06-29,1708.0,3999.0,82.48
1995-06-30,2061.0,3928.0,81.69
1995-07-03,544.0,3963.0,81.69
1995-07-05,2.0,3965.0,81.6
1995-07-06,295.0,5063.0,81.5
1995-07-07,1608.0,4833.0,81.55
1995-07-10,1820.0,4734.0,82.0
1995-07-11,287.0,4881.0,82.15
1995-07-12,826.0,4856.0,82.59
1995-07-13,595.0,4905.0,82.44
1995-07-14,1888.0,4666.0,82.1
1995-07-17,335.0,4527.0,82.22
1995-07-18,1060.0,5262.0,82.37
1995-07-19,1705.0,7140.0,82.13
1995-07-20,4119.0,6757.0,81.5
1995-07-21,1276.0,6443.0,81.91
1995-07-24,604.0,5688.0,82.1
1995-07-25,1024.0,4661.0,81.72
1995-07-26,1819.0,4684.0,82.1
1995-07-27,1106.0,4506.0,81.7
1995-07-28,886.0,5321.0,81.55
1995-07-31,2013.0,5049.0,81.54
1995-08-01,1361.0,5152.0,81.71
1995-08-02,2414.0,5779.0,81.31
1995-08-03,5026.0,5266.0,82.28
1995-08-04,1606.0,5218.0,82.05
1995-08-07,783.0,6358.0,82.25
1995-08-08,2359.0,6239.0,82.63
1995-08-09,1709.0,6546.0,82.7
1995-08-10,772.0,7479.0,82.75
1995-08-11,2222.0,8288.0,83.41
1995-08-14,3808.0,6905.0,84.58
1995-08-15,2292.0,7044.0,84.06
1995-08-16,2744.0,7431.0,86.63
1995-08-17,2710.0,6197.0,86.31
1995-08-18,2317.0,6401.0,86.1
1995-08-21,821.0,6325.0,86.32
1995-08-22,767.0,6588.0,86.25
1995-08-23,793.0,5870.0,86.44
1995-08-24,1363.0,6087.0,86.11
1995-08-25,1143.0,6379.0,86.03
1995-08-28,870.0,6027.0,85.62
1995-08-29,953.0,7220.0,85.69
1995-08-30,1925.0,6781.0,86.19
1995-08-31,734.0,6727.0,86.27
1995-09-01,1055.0,6611.0,85.61
1995-09-05,1064.0,5667.0,85.7
1995-09-06,735.0,6938.0,85.78
1995-09-07,873.0,6508.0,86.37
1995-09-08,1444.0,5837.0,86.08
1995-09-11,1477.0,3753.0,85.75
1995-09-12,2202.0,2722.0,86.2
1995-09-13,2053.0,2237.0,86.12
1995-09-14,1442.0,1941.0,86.85
1995-09-15,209.0,789.0,86.86
1995-09-18,1689.0,673.0,87.23
1995-09-19,101.0,573.0,86.61
1995-09-20,112.0,529.0,86.77
1995-09-21,38.0,4733.0,86.1
1995-09-22,5634.0,4495.0,84.09
1995-09-25,1337.0,4791.0,84.95
1995-09-26,1406.0,4921.0,84.58
1995-09-27,1181.0,4568.0,84.84
1995-09-28,986.0,4996.0,84.41
1995-09-29,1436.0,6028.0,84.16
1995-10-02,1933.0,4994.0,84.56
1995-10-03,2141.0,5131.0,84.43
1995-10-04,2713.0,5306.0,84.93
1995-10-05,418.0,5207.0,84.65
1995-10-06,1036.0,5782.0,84.21
1995-10-09,1727.0,5711.0,84.43
1995-10-10,700.0,5359.0,84.02
1995-10-11,689.0,5223.0,84.26
1995-10-12,663.0,4081.0,84.65
1995-10-13,1859.0,3792.0,84.13
1995-10-16,811.0,3740.0,84.37
1995-10-17,1107.0,4737.0,84.31
1995-10-18,2853.0,4922.0,83.98
1995-10-19,1370.0,5818.0,84.41
1995-10-20,2228.0,5826.0,83.85
1995-10-23,965.0,6052.0,83.2
1995-10-24,1936.0,5842.0,83.4
1995-10-25,767.0,6130.0,83.56
1995-10-26,850.0,7021.0,83.55
1995-10-27,2959.0,8145.0,83.5
1995-10-30,2491.0,8131.0,83.96
1995-10-31,736.0,6696.0,83.75
1995-11-01,1939.0,6892.0,83.76
1995-11-02,1009.0,6950.0,84.3
1995-11-03,1272.0,7698.0,84.35
1995-11-06,1940.0,7279.0,84.08
1995-11-07,1848.0,6160.0,84.0
1995-11-08,1742.0,5334.0,84.18
1995-11-09,2192.0,4311.0,84.16
1995-11-10,4559.0,4250.0,83.65
1995-11-13,854.0,4413.0,83.87
1995-11-14,1978.0,4125.0,84.12
1995-11-15,1536.0,4394.0,83.9
1995-11-16,1520.0,4080.0,83.76
1995-11-17,1583.0,4017.0,83.79
1995-11-20,557.0,4537.0,84.1
1995-11-21,2752.0,4165.0,83.7
1995-11-22,1095.0,4239.0,83.71
1995-11-24,1398.0,4014.0,83.75
1995-11-27,538.0,4725.0,84.07
1995-11-28,3360.0,4560.0,84.59
1995-11-29,2132.0,4584.0,84.51
1995-11-30,1050.0,5237.0,84.81
1995-12-01,3147.0,5157.0,85.23
1995-12-04,898.0,5750.0,85.12
1995-12-05,1084.0,5130.0,85.03
1995-12-06,1373.0,4768.0,84.58
1995-12-07,1184.0,4973.0,85.07
1995-12-08,1344.0,4316.0,85.2
1995-12-11,1963.0,3297.0,85.18
1995-12-12,939.0,2515.0,85.34
1995-12-13,904.0,1877.0,85.57
1995-12-14,744.0,1702.0,85.38
1995-12-15,366.0,1313.0,85.09
1995-12-18,612.0,1134.0,84.98
1995-12-19,183.0,812.0,84.73
1995-12-20,544.0,0.0,85.15
1995-12-21,0.0,5338.0,84.99
1995-12-22,492.0,5477.0,84.9
1995-12-26,1663.0,5251.0,84.8
1995-12-27,782.0,4802.0,84.55
1995-12-28,1373.0,5243.0,84.52
1995-12-29,681.0,5409.0,84.84
1996-01-02,924.0,5299.0,84.77
1996-01-03,2286.0,7814.0,84.76
1996-01-04,3703.0,9897.0,85.1
1996-01-05,5281.0,8155.0,85.24
1996-01-08,5145.0,7799.0,85.35
1996-01-09,1132.0,8731.0,85.04
1996-01-10,2759.0,7547.0,84.8
1996-01-11,2158.0,7458.0,84.93
1996-01-12,1486.0,7659.0,85.18
1996-01-15,2668.0,7220.0,85.28
1996-01-16,1305.0,8475.0,85.5
1996-01-17,3089.0,10110.0,86.22
1996-01-18,2845.0,10893.0,86.28
1996-01-19,1497.0,10605.0,86.5
1996-01-22,1322.0,9910.0,86.77
1996-01-23,1928.0,10705.0,86.78
1996-01-24,1654.0,11931.0,86.96
1996-01-25,2003.0,11414.0,87.18
1996-01-26,2667.0,12175.0,87.49
1996-01-29,1521.0,11497.0,87.75
1996-01-30,1469.0,11747.0,87.27
1996-01-31,1010.0,12094.0,87.6
1996-02-01,806.0,12051.0,87.61
1996-02-02,960.0,11151.0,87.32
1996-02-05,2442.0,8999.0,86.73
1996-02-06,3704.0,9357.0,86.34
1996-02-07,1083.0,7978.0,86.29
1996-02-08,2160.0,7536.0,86.7
1996-02-09,1370.0,6850.0,86.77
1996-02-12,2064.0,7136.0,86.87
1996-02-13,1898.0,7108.0,86.81
1996-02-14,593.0,7193.0,86.58
1996-02-15,939.0,7096.0,86.52
1996-02-16,1473.0,6489.0,86.54
1996-02-20,305.0,5973.0,85.52
1996-02-21,1469.0,4658.0,85.86
1996-02-22,2833.0,4604.0,85.87
1996-02-23,1013.0,4703.0,85.53
1996-02-26,2031.0,5051.0,85.42
1996-02-27,1478.0,5717.0,85.53
1996-02-28,2072.0,6293.0,85.43
1996-02-29,1902.0,6342.0,86.17
1996-03-01,1736.0,6621.0,86.19
1996-03-04,2503.0,6452.0,86.45
1996-03-05,666.0,5712.0,86.47
1996-03-06,1957.0,5783.0,86.36
1996-03-07,574.0,4975.0,86.78
1996-03-08,1894.0,5639.0,86.5
1996-03-11,2836.0,4222.0,86.99
1996-03-12,1340.0,3645.0,86.7
1996-03-13,814.0,2995.0,86.15
1996-03-14,774.0,2162.0,86.27
1996-03-15,968.0,1581.0,86.36
1996-03-18,1324.0,1050.0,86.31
1996-03-19,159.0,805.0,86.5
1996-03-20,265.0,581.0,86.16
1996-03-21,246.0,491.0,86.34
1996-03-22,5.0,4480.0,86.49
1996-03-25,4680.0,4828.0,86.32
1996-03-26,1614.0,4977.0,86.49
1996-03-27,740.0,5649.0,86.55
1996-03-28,1894.0,5763.0,86.78
1996-03-29,4836.0,5810.0,86.35
1996-04-01,2270.0,5971.0,86.55
1996-04-02,1183.0,6021.0,86.61
1996-04-03,505.0,5973.0,86.67
1996-04-04,936.0,6091.0,86.55
1996-04-08,378.0,5565.0,86.34
1996-04-09,1383.0,11144.0,86.6
1996-04-10,9609.0,11801.0,87.25
1996-04-11,1708.0,10629.0,87.33
1996-04-12,2381.0,10474.0,87.59
1996-04-15,840.0,11008.0,87.81
1996-04-16,2902.0,10979.0,87.75
1996-04-17,686.0,11099.0,87.74
1996-04-18,1016.0,8927.0,87.47
1996-04-19,4806.0,10094.0,87.29
1996-04-22,2058.0,10359.0,87.88
1996-04-23,736.0,10038.0,87.57
1996-04-24,1383.0,9607.0,87.71
1996-04-25,863.0,12357.0,87.72
1996-04-26,3737.0,11460.0,88.15
1996-04-29,1969.0,11011.0,87.8
1996-04-30,2091.0,9588.0,87.8
1996-05-01,4777.0,9470.0,87.99
1996-05-02,1564.0,9095.0,88.33
1996-05-03,923.0,8626.0,87.97
1996-05-06,1115.0,9055.0,87.8
1996-05-07,909.0,8933.0,87.72
1996-05-08,830.0,7454.0,87.9
1996-05-09,3561.0,7318.0,87.4
1996-05-10,344.0,8838.0,87.55
1996-05-13,2581.0,7584.0,87.93
1996-05-14,2032.0,7989.0,87.98
1996-05-15,1320.0,8565.0,87.99
1996-05-16,1304.0,8723.0,88.2
1996-05-17,1172.0,8436.0,88.0
1996-05-20,1042.0,8245.0,88.2
1996-05-21,1825.0,9766.0,88.22
1996-05-22,3191.0,9656.0,88.6
1996-05-23,347.0,9604.0,88.68
1996-05-24,326.0,10569.0,88.59
1996-05-28,1332.0,10956.0,88.71
1996-05-29,774.0,10380.0,88.96
1996-05-30,1650.0,9058.0,88.33
1996-05-31,3223.0,7482.0,88.26
1996-06-03,4296.0,7470.0,87.75
1996-06-04,1941.0,5820.0,87.89
1996-06-05,3130.0,5843.0,88.07
1996-06-06,1082.0,5610.0,88.17
1996-06-07,2944.0,4486.0,88.17
1996-06-10,2195.0,4250.0,88.47
1996-06-11,469.0,3222.0,88.41
1996-06-12,1398.0,2728.0,88.5
1996-06-13,741.0,2340.0,88.28
1996-06-14,462.0,1170.0,88.0
1996-06-17,1414.0,1081.0,87.95
1996-06-18,160.0,1013.0,87.86
1996-06-19,98.0,817.0,87.63
1996-06-20,175.0,5126.0,87.55
1996-06-21,1132.0,4431.0,87.75
1996-06-24,2826.0,4475.0,87.99
1996-06-25,1384.0,5051.0,87.95
1996-06-26,1460.0,4886.0,87.76
1996-06-27,1354.0,5704.0,87.78
1996-06-28,3700.0,5900.0,87.5
1996-07-01,472.0,5882.0,87.65
1996-07-02,184.0,5865.0,87.75
1996-07-03,164.0,6200.0,87.73
1996-07-05,4301.0,6200.0,87.72
1996-07-08,4301.0,5682.0,87.98
1996-07-09,397.0,5783.0,87.93
1996-07-10,1046.0,5749.0,87.95
1996-07-11,215.0,4573.0,88.05
1996-07-12,2612.0,4621.0,87.72
1996-07-15,908.0,5088.0,87.93
1996-07-16,1869.0,7573.0,87.53
1996-07-17,8015.0,7697.0,86.36
1996-07-18,1156.0,7982.0,86.55
1996-07-19,2015.0,7696.0,86.66
1996-07-22,705.0,7119.0,86.62
1996-07-23,1858.0,7798.0,86.07
1996-07-24,1869.0,8031.0,86.36
1996-07-25,1907.0,8154.0,86.49
1996-07-26,1229.0,8044.0,86.09
1996-07-29,2910.0,7607.0,86.34
1996-07-30,1506.0,7638.0,86.24
1996-07-31,3001.0,7340.0,86.06
1996-08-01,3136.0,8101.0,85.8
1996-08-02,1963.0,7903.0,86.0
1996-08-05,1743.0,7614.0,86.02
1996-08-06,811.0,6912.0,86.13
1996-08-07,1600.0,7452.0,86.38
1996-08-08,1539.0,7768.0,86.45
1996-08-09,808.0,8510.0,86.38
1996-08-12,1938.0,7991.0,86.2
1996-08-13,610.0,7919.0,86.2
1996-08-14,159.0,8325.0,86.33
1996-08-15,2611.0,8584.0,86.7
1996-08-16,929.0,8078.0,86.49
1996-08-19,4187.0,8160.0,86.66
1996-08-20,695.0,7411.0,86.64
1996-08-21,1764.0,6581.0,86.6
1996-08-22,1334.0,6860.0,86.43
1996-08-23,1484.0,7224.0,86.65
1996-08-26,4793.0,7224.0,86.07
1996-08-27,306.0,7403.0,86.09
1996-08-28,761.0,7359.0,86.22
1996-08-29,303.0,6652.0,86.25
1996-08-30,1324.0,6545.0,86.19
1996-09-03,2058.0,6347.0,86.65
1996-09-04,3563.0,6650.0,86.49
1996-09-05,1772.0,6507.0,86.4
1996-09-06,888.0,6126.0,86.55
1996-09-09,3177.0,4693.0,86.86
1996-09-10,2786.0,3636.0,87.0
1996-09-11,3334.0,3026.0,87.64
1996-09-12,543.0,2272.0,87.51
1996-09-13,835.0,2197.0,87.78
1996-09-16,123.0,2020.0,87.62
1996-09-17,201.0,1943.0,87.57
1996-09-18,95.0,1334.0,87.57
1996-09-19,63.0,7739.0,87.12
1996-09-20,594.0,7678.0,87.39
1996-09-23,264.0,7824.0,87.42
1996-09-24,370.0,7690.0,87.2
1996-09-25,2342.0,8908.0,86.64
1996-09-26,2192.0,7913.0,87.35
1996-09-27,4982.0,7853.0,87.65
1996-09-30,630.0,7353.0,87.85
1996-10-01,1017.0,7265.0,87.64
1996-10-02,424.0,8393.0,87.76
1996-10-03,1937.0,7971.0,87.98
1996-10-04,978.0,8181.0,87.86
1996-10-07,572.0,7914.0,87.86
1996-10-08,421.0,7624.0,87.7
1996-10-09,576.0,7402.0,87.79
1996-10-10,455.0,7569.0,87.72
1996-10-11,1014.0,7681.0,87.65
1996-10-14,484.0,7959.0,87.66
1996-10-15,393.0,8859.0,87.73
1996-10-16,1265.0,8787.0,88.1
1996-10-17,228.0,8946.0,88.19
1996-10-18,1006.0,9162.0,88.28
1996-10-21,399.0,8353.0,88.2
1996-10-22,1290.0,5123.0,87.93
1996-10-23,5035.0,4610.0,87.45
1996-10-24,2824.0,4554.0,87.51
1996-10-25,1383.0,4616.0,87.47
1996-10-28,2456.0,4904.0,87.63
1996-10-29,946.0,5209.0,87.45
1996-10-30,1523.0,5221.0,87.22
1996-10-31,3002.0,5261.0,87.0
1996-11-01,1164.0,5065.0,87.28
1996-11-04,1139.0,5051.0,87.01
1996-11-05,258.0,4901.0,86.92
1996-11-06,2132.0,4883.0,87.14
1996-11-07,1233.0,6434.0,87.07
1996-11-08,4719.0,6381.0,86.82
1996-11-11,1112.0,7246.0,86.36
1996-11-12,2004.0,7313.0,85.96
1996-11-13,1673.0,7290.0,86.76
1996-11-14,725.0,7311.0,86.53
1996-11-15,110.0,7309.0,86.52
1996-11-18,296.0,7293.0,86.17
1996-11-19,779.0,7168.0,86.33
1996-11-20,138.0,7887.0,86.44
1996-11-21,1582.0,7890.0,86.08
1996-11-22,106.0,7697.0,86.07
1996-11-25,1566.0,7446.0,86.59
1996-11-26,4239.0,7201.0,87.2
1996-11-27,3142.0,7187.0,87.34
1996-11-29,2973.0,7054.0,87.6
1996-12-02,1055.0,7175.0,87.83
1996-12-03,4248.0,7381.0,88.65
1996-12-04,3098.0,7683.0,88.86
1996-12-05,1327.0,7879.0,88.73
1996-12-06,1728.0,7272.0,88.5
1996-12-09,2421.0,5109.0,88.53
1996-12-10,2771.0,3839.0,88.8
1996-12-11,1304.0,2224.0,88.55
1996-12-12,1816.0,1023.0,87.99
1996-12-13,1208.0,817.0,88.27
1996-12-16,286.0,773.0,88.69
1996-12-17,36.0,759.0,88.23
1996-12-18,32.0,925.0,88.34
1996-12-19,368.0,7068.0,88.15
1996-12-20,1165.0,6876.0,88.68
1996-12-23,449.0,6787.0,88.31
1996-12-24,140.0,6768.0,88.41
1996-12-26,43.0,6551.0,88.49
1996-12-27,330.0,6638.0,88.47
1996-12-30,1095.0,6845.0,88.5
1996-12-31,389.0,5302.0,88.6
1997-01-02,3553.0,5122.0,88.14
1997-01-03,1620.0,7601.0,88.22
1997-01-06,4192.0,8079.0,89.35
1997-01-07,1059.0,8462.0,88.89
1997-01-08,1022.0,8755.0,88.94
1997-01-09,767.0,8527.0,89.3
1997-01-10,377.0,9479.0,89.28
1997-01-13,1439.0,10459.0,89.63
1997-01-14,1303.0,10595.0,89.86
1997-01-15,514.0,9293.0,90.11
1997-01-16,2984.0,9409.0,89.72
1997-01-17,903.0,9121.0,89.95
1997-01-20,937.0,9021.0,91.18
1997-01-21,105.0,9974.0,91.25
1997-01-22,3876.0,9260.0,91.48
1997-01-23,4242.0,9373.0,92.18
1997-01-24,2148.0,8632.0,91.95
1997-01-27,1483.0,9192.0,92.4
1997-01-28,1571.0,9296.0,92.93
1997-01-29,2031.0,9050.0,93.02
1997-01-30,4558.0,7168.0,93.21
1997-01-31,2768.0,7919.0,92.88
1997-02-03,1365.0,7490.0,92.92
1997-02-04,1518.0,8054.0,92.95
1997-02-05,1904.0,8349.0,93.2
1997-02-06,689.0,9079.0,93.16
1997-02-07,1100.0,10918.0,93.53
1997-02-10,4685.0,10102.0,93.09
1997-02-11,1370.0,9631.0,93.63
1997-02-12,3659.0,9715.0,94.39
1997-02-13,1051.0,9194.0,94.75
1997-02-14,1039.0,9053.0,94.81
1997-02-18,1905.0,8475.0,95.51
1997-02-19,2396.0,7441.0,95.15
1997-02-20,2221.0,7260.0,95.62
1997-02-21,3078.0,7044.0,94.83
1997-02-24,1104.0,6829.0,94.91
1997-02-25,928.0,6827.0,94.2
1997-02-26,458.0,7121.0,94.21
1997-02-27,1845.0,8021.0,94.91
1997-02-28,1367.0,8455.0,94.79
1997-03-03,1037.0,9593.0,94.96
1997-03-04,1994.0,9773.0,95.4
1997-03-05,1174.0,9446.0,96.02
1997-03-06,378.0,8227.0,95.67
1997-03-07,2295.0,7792.0,95.85
1997-03-10,1118.0,5727.0,96.09
1997-03-11,2535.0,4402.0,95.55
1997-03-12,1004.0,1615.0,95.77
1997-03-13,2786.0,872.0,95.35
1997-03-14,901.0,695.0,95.96
1997-03-17,252.0,568.0,95.62
1997-03-18,298.0,476.0,95.7
1997-03-19,176.0,408.0,94.97
1997-03-20,27.0,6391.0,95.01
1997-03-21,3860.0,5283.0,95.47
1997-03-24,1851.0,5141.0,95.17
1997-03-25,662.0,4958.0,94.98
1997-03-26,448.0,5986.0,95.2
1997-03-27,1670.0,5063.0,94.95
1997-03-31,3382.0,5068.0,94.45
1997-04-01,1342.0,5046.0,94.45
1997-04-02,2233.0,4972.0,94.15
1997-04-03,1089.0,4891.0,94.32
1997-04-04,1699.0,4194.0,94.13
1997-04-07,2612.0,4513.0,95.04
1997-04-08,2752.0,4789.0,96.27
1997-04-09,2552.0,4660.0,96.05
1997-04-10,1481.0,4801.0,96.81
1997-04-11,791.0,4705.0,96.4
1997-04-14,710.0,4684.0,96.27
1997-04-15,273.0,5190.0,96.83
1997-04-16,1934.0,5122.0,96.52
1997-04-17,255.0,4823.0,96.7
1997-04-18,1326.0,5137.0,96.56
1997-04-21,1298.0,6055.0,96.04
1997-04-22,1753.0,5417.0,95.5
1997-04-23,1149.0,5520.0,96.29
1997-04-24,261.0,5551.0,96.22
1997-04-25,662.0,5741.0,96.44
1997-04-28,2521.0,5403.0,97.36
1997-04-29,1222.0,5728.0,97.17
1997-04-30,1408.0,5660.0,96.83
1997-05-01,371.0,5651.0,97.04
1997-05-02,1306.0,5649.0,96.7
1997-05-05,388.0,5275.0,96.85
1997-05-06,1387.0,5368.0,97.13
1997-05-07,1525.0,5333.0,96.32
1997-05-08,591.0,6573.0,96.52
1997-05-09,4240.0,7027.0,95.7
1997-05-12,5189.0,5544.0,94.35
1997-05-13,3311.0,5365.0,95.19
1997-05-14,457.0,6699.0,94.72
1997-05-15,2894.0,5939.0,94.42
1997-05-16,2356.0,5805.0,94.43
1997-05-19,780.0,5740.0,94.0
1997-05-20,391.0,6193.0,94.61
1997-05-21,1603.0,6606.0,93.07
1997-05-22,1013.0,6579.0,93.84
1997-05-23,421.0,6591.0,94.15
1997-05-27,244.0,5048.0,94.06
1997-05-28,2231.0,4987.0,94.88
1997-05-29,291.0,4709.0,94.43
1997-05-30,484.0,4490.0,94.51
1997-06-02,1154.0,3820.0,95.2
1997-06-03,1746.0,4230.0,95.65
1997-06-04,1695.0,4015.0,95.44
1997-06-05,689.0,3834.0,95.54
1997-06-06,124.0,4074.0,95.52
1997-06-09,1525.0,3628.0,94.9
1997-06-10,1361.0,2291.0,94.46
1997-06-11,1987.0,2002.0,94.95
1997-06-12,527.0,1725.0,94.77
1997-06-13,241.0,1475.0,95.54
1997-06-16,235.0,1399.0,95.6
1997-06-17,117.0,1298.0,95.3
1997-06-18,128.0,1201.0,95.3
1997-06-19,20.0,1298.0,95.14
1997-06-20,128.0,1298.0,95.14
1997-06-23,128.0,1298.0,95.14
1997-06-24,128.0,1298.0,95.14
1997-06-25,128.0,1298.0,95.14
1997-06-26,128.0,1298.0,95.14
1997-06-27,128.0,1298.0,95.14
1997-06-30,128.0,0.0,95.14
1997-07-01,0.0,6717.0,95.34
1997-07-02,1247.0,6914.0,95.56
1997-07-03,1411.0,5084.0,95.57
1997-07-07,2677.0,4354.0,95.41
1997-07-08,3575.0,5362.0,95.26
1997-07-09,2857.0,5333.0,95.61
1997-07-10,314.0,5138.0,95.54
1997-07-11,5159.0,8077.0,95.4
1997-07-14,6052.0,8652.0,96.3
1997-07-15,2371.0,9448.0,96.82
1997-07-16,2237.0,9258.0,96.97
1997-07-17,1284.0,8916.0,97.17
1997-07-18,925.0,8877.0,97.25
1997-07-21,1518.0,8595.0,96.98
1997-07-22,529.0,11874.0,97.35
1997-07-23,4461.0,12887.0,98.03
1997-07-24,2355.0,13232.0,98.25
1997-07-25,1122.0,14852.0,98.77
1997-07-28,2078.0,15143.0,99.21
1997-07-29,1182.0,14915.0,99.44
1997-07-30,2959.0,11782.0,99.4
1997-07-31,4576.0,11270.0,99.28
1997-08-01,840.0,10188.0,99.5
1997-08-04,3438.0,9302.0,100.45
1997-08-05,2641.0,9615.0,100.23
1997-08-06,2802.0,9663.0,101.08
1997-08-07,1124.0,9529.0,101.37
1997-08-08,817.0,7611.0,100.93
1997-08-11,4165.0,8291.0,99.8
1997-08-12,1709.0,8369.0,100.49
1997-08-13,754.0,7097.0,100.65
1997-08-14,2631.0,7028.0,99.5
1997-08-15,1955.0,6483.0,100.01
1997-08-18,1865.0,6516.0,98.98
1997-08-19,2130.0,7834.0,99.66
1997-08-20,1722.0,8309.0,100.0
1997-08-21,1326.0,9140.0,100.49
1997-08-22,1717.0,5003.0,99.73
1997-08-25,6228.0,5271.0,99.04
1997-08-26,863.0,5421.0,99.09
1997-08-27,2038.0,5703.0,98.45
1997-08-28,1889.0,5721.0,98.81
1997-08-29,1307.0,6007.0,98.15
1997-09-02,1254.0,6167.0,99.18
1997-09-03,1618.0,6087.0,99.96
1997-09-04,1423.0,5740.0,99.37
1997-09-05,2219.0,5371.0,99.44
1997-09-08,1453.0,4513.0,98.86
1997-09-09,2739.0,3680.0,99.2
1997-09-10,1050.0,2530.0,98.95
1997-09-11,1914.0,1949.0,98.56
1997-09-12,607.0,1854.0,98.06
1997-09-15,188.0,1618.0,97.55
1997-09-16,291.0,1532.0,97.62
1997-09-17,60.0,1268.0,97.7
1997-09-18,248.0,5714.0,97.46
1997-09-19,1736.0,6779.0,97.74
1997-09-22,1457.0,5609.0,97.73
1997-09-23,1903.0,4636.0,98.28
1997-09-24,1474.0,4748.0,98.33
1997-09-25,1002.0,4926.0,97.21
1997-09-26,995.0,5097.0,96.78
1997-09-29,828.0,5028.0,97.17
1997-09-30,260.0,5096.0,97.04
1997-10-01,604.0,5441.0,97.0
1997-10-02,1080.0,6377.0,97.54
1997-10-03,1604.0,7351.0,97.55
1997-10-06,1881.0,7498.0,96.89
1997-10-07,630.0,6652.0,96.94
1997-10-08,1834.0,6453.0,96.98
1997-10-09,1021.0,7748.0,96.48
1997-10-10,2079.0,6952.0,96.41
1997-10-13,1489.0,6671.0,96.83
1997-10-14,320.0,6717.0,96.73
1997-10-15,477.0,6198.0,96.59
1997-10-16,1096.0,6318.0,96.5
1997-10-17,646.0,5602.0,96.5
1997-10-20,3002.0,6357.0,97.53
1997-10-21,2337.0,6298.0,97.28
1997-10-22,3069.0,6914.0,97.94
1997-10-23,1540.0,6154.0,97.8
1997-10-24,2460.0,5661.0,97.3
1997-10-27,2119.0,5831.0,97.49
1997-10-28,1818.0,7500.0,96.05
1997-10-29,4850.0,8795.0,96.3
1997-10-30,2167.0,7953.0,95.4
1997-10-31,2821.0,7858.0,95.14
1997-11-03,662.0,7880.0,95.5
1997-11-04,407.0,7905.0,95.92
1997-11-05,659.0,7683.0,95.61
1997-11-06,561.0,7480.0,95.48
1997-11-07,526.0,6747.0,95.67
1997-11-10,2139.0,7395.0,95.25
1997-11-11,1557.0,7130.0,95.05
1997-11-12,364.0,6056.0,95.32
1997-11-13,2198.0,6985.0,95.7
1997-11-14,1456.0,7776.0,95.95
1997-11-17,2095.0,8947.0,96.23
1997-11-18,1583.0,9852.0,96.15
1997-11-19,1263.0,7290.0,96.24
1997-11-20,3184.0,6503.0,96.44
1997-11-21,1636.0,6972.0,96.65
1997-11-24,2540.0,6783.0,96.51
1997-11-25,945.0,6824.0,96.88
1997-11-26,1960.0,6993.0,97.17
1997-11-28,2460.0,6710.0,97.81
1997-12-01,345.0,7512.0,97.72
1997-12-02,5078.0,6920.0,98.34
1997-12-03,1317.0,6785.0,98.3
1997-12-04,706.0,6793.0,98.08
1997-12-05,1003.0,5893.0,98.35
1997-12-08,1883.0,4997.0,98.93
1997-12-09,1788.0,3301.0,99.15
1997-12-10,4684.0,1423.0,99.19
1997-12-11,1882.0,1046.0,98.72
1997-12-12,379.0,956.0,98.18
1997-12-15,247.0,867.0,98.91
1997-12-16,169.0,795.0,99.08
1997-12-17,77.0,778.0,98.35
