Date,^GSPC-Open,^GSPC-Close,^GSPC-Rets
2005-01-11,1190.25,,
2005-01-12,1182.989990234375,1182.989990234375,0.0
2005-01-13,1187.699951171875,1187.699951171875,0.0
2005-01-14,1177.449951171875,1177.449951171875,0.0
2005-01-18,1184.52001953125,1184.52001953125,0.0
2005-01-19,1195.97998046875,1195.97998046875,0.0
2005-01-20,1184.6300048828125,1184.6300048828125,0.0
2005-01-21,1175.4100341796875,1175.4100341796875,0.0
2005-01-24,1167.8699951171875,1167.8699951171875,0.0
2005-01-25,1163.75,1163.75,0.0
2005-01-26,1168.4100341796875,1168.4100341796875,0.0
2005-01-27,1174.0699462890625,1174.0699462890625,0.0
2005-01-28,1174.550048828125,1174.550048828125,0.0
2005-01-31,1171.3599853515625,1171.3599853515625,0.0
2005-02-01,1181.27001953125,1181.27001953125,0.0
2005-02-02,1189.4100341796875,1189.4100341796875,0.0
2005-02-03,1193.18994140625,1193.18994140625,0.0
2005-02-04,1189.8900146484375,1189.8900146484375,0.0
2005-02-07,1203.030029296875,1203.030029296875,0.0
2005-02-08,1201.719970703125,1201.719970703125,0.0
2005-02-09,1202.300048828125,1202.300048828125,0.0
2005-02-10,1191.989990234375,1191.989990234375,0.0
2005-02-11,1197.010009765625,1197.010009765625,0.0
2005-02-14,1205.300048828125,1205.300048828125,0.0
2005-02-15,1206.1400146484375,1206.1400146484375,0.0
2005-02-16,1210.1199951171875,1210.1199951171875,0.0
2005-02-17,1210.3399658203125,1210.3399658203125,0.0
2005-02-18,1200.75,1200.75,0.0
2005-02-22,1201.5899658203125,1201.5899658203125,0.0
2005-02-23,1184.1600341796875,1184.1600341796875,0.0
2005-02-24,1190.800048828125,1190.800048828125,0.0
2005-02-25,1200.199951171875,1200.199951171875,0.0
2005-02-28,1211.3699951171875,1211.3699951171875,0.0
2005-03-01,1203.5999755859375,1203.5999755859375,0.0
2005-03-02,1210.4100341796875,1210.4100341796875,0.0
2005-03-03,1210.0799560546875,1210.0799560546875,0.0
2005-03-04,1210.469970703125,1210.469970703125,0.0
2005-03-07,1222.1199951171875,1222.1199951171875,0.0
2005-03-08,1225.31005859375,1225.31005859375,0.0
2005-03-09,1219.4300537109375,1219.4300537109375,0.0
2005-03-10,1207.010009765625,1207.010009765625,0.0
2005-03-11,1209.25,1209.25,0.0
2005-03-14,1200.0799560546875,1200.0799560546875,0.0
2005-03-15,1206.8299560546875,1206.8299560546875,0.0
2005-03-16,1197.75,1197.75,0.0
2005-03-17,1188.0699462890625,1188.0699462890625,0.0
2005-03-18,1190.2099609375,1190.2099609375,0.0
2005-03-21,1189.6500244140625,1189.6500244140625,0.0
2005-03-22,1183.780029296875,1183.780029296875,0.0
2005-03-23,1171.7099609375,1171.7099609375,0.0
2005-03-24,1172.530029296875,1172.530029296875,0.0
2005-03-28,1171.4200439453125,1171.4200439453125,0.0
2005-03-29,1174.280029296875,1174.280029296875,0.0
2005-03-30,1165.3599853515625,1165.3599853515625,0.0
2005-03-31,1181.4100341796875,1181.4100341796875,0.0
2005-04-01,1180.5899658203125,1180.5899658203125,0.0
2005-04-04,1172.7900390625,1172.9200439453125,-0.00011084480037610962
2005-04-05,1176.1199951171875,1176.1199951171875,0.0
2005-04-06,1181.3900146484375,1181.3900146484375,0.0
2005-04-07,1184.0699462890625,1184.0699462890625,0.0
2005-04-08,1191.1400146484375,1191.1400146484375,0.0
2005-04-11,1181.199951171875,1181.199951171875,0.0
2005-04-12,1181.2099609375,1181.2099609375,0.0
2005-04-13,1187.760009765625,1187.760009765625,0.0
2005-04-14,1173.7900390625,1173.7900390625,0.0
2005-04-15,1162.050048828125,1162.050048828125,0.0
2005-04-18,1142.6199951171875,1142.6199951171875,0.0
2005-04-19,1145.97998046875,1145.97998046875,0.0
2005-04-20,1152.780029296875,1152.780029296875,0.0
2005-04-21,1137.5,1137.5,0.0
2005-04-22,1159.949951171875,1159.949951171875,0.0
2005-04-25,1152.1199951171875,1152.1199951171875,0.0
2005-04-26,1162.0999755859375,1162.0999755859375,0.0
2005-04-27,1151.739990234375,1151.8299560546875,-7.81099097973453e-05
2005-04-28,1156.3800048828125,1156.3800048828125,0.0
2005-04-29,1143.219970703125,1143.219970703125,0.0
2005-05-02,1156.8499755859375,1156.8499755859375,0.0
2005-05-03,1162.1600341796875,1162.1600341796875,0.0
2005-05-04,1161.1700439453125,1161.1700439453125,0.0
2005-05-05,1175.6500244140625,1175.6500244140625,0.0
2005-05-06,1172.6300048828125,1172.6300048828125,0.0
2005-05-09,1171.3499755859375,1171.3499755859375,0.0
2005-05-10,1178.8399658203125,1178.8399658203125,0.0
2005-05-11,1166.219970703125,1166.219970703125,0.0
2005-05-12,1171.1099853515625,1171.1099853515625,0.0
2005-05-13,1159.3599853515625,1159.3599853515625,0.0
2005-05-16,1154.050048828125,1154.050048828125,0.0
2005-05-17,1165.68994140625,1165.68994140625,0.0
2005-05-18,1173.800048828125,1173.800048828125,0.0
2005-05-19,1185.56005859375,1185.56005859375,0.0
2005-05-20,1191.0799560546875,1191.0799560546875,0.0
2005-05-23,1189.280029296875,1189.280029296875,0.0
2005-05-24,1193.8599853515625,1193.8599853515625,0.0
2005-05-25,1194.0699462890625,1194.0699462890625,0.0
2005-05-26,1190.010009765625,1190.010009765625,0.0
2005-05-27,1197.6199951171875,1197.6199951171875,0.0
2005-05-31,1198.780029296875,1198.780029296875,0.0
2005-06-01,1191.5,1191.5,0.0
2005-06-02,1202.27001953125,1202.219970703125,4.162947513642804e-05
2005-06-03,1204.2900390625,1204.2900390625,0.0
2005-06-06,1196.02001953125,1196.02001953125,0.0
2005-06-07,1197.510009765625,1197.510009765625,0.0
2005-06-08,1197.260009765625,1197.260009765625,0.0
2005-06-09,1194.6700439453125,1194.6700439453125,0.0
2005-06-10,1200.9300537109375,1200.9300537109375,0.0
2005-06-13,1198.1099853515625,1198.1099853515625,0.0
2005-06-14,1200.8199462890625,1200.8199462890625,0.0
2005-06-15,1203.9100341796875,1203.9100341796875,0.0
2005-06-16,1206.550048828125,1206.5799560546875,-2.478708275437046e-05
2005-06-17,1210.9300537109375,1210.9599609375,-2.4697427532326928e-05
2005-06-20,1216.9599609375,1216.9599609375,0.0
2005-06-21,1216.0999755859375,1216.0999755859375,0.0
2005-06-22,1213.6099853515625,1213.6099853515625,0.0
2005-06-23,1213.8800048828125,1213.8800048828125,0.0
2005-06-24,1200.72998046875,1200.72998046875,0.0
2005-06-27,1191.5699462890625,1191.5699462890625,0.0
2005-06-28,1190.68994140625,1190.68994140625,0.0
2005-06-29,1201.5699462890625,1201.5699462890625,0.0
2005-06-30,1199.8499755859375,1199.8499755859375,0.0
2005-07-01,1191.3299560546875,1191.3299560546875,0.0
